Report Date,2019-06-30 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,Company_Name
Sales,8.65,102.6,110.8,30.16,33.7,14.84,40.96,154.56,21.69,31.17,HUBTOWN
Expenses,22.81,21.99,86.49,52.95,23.71,133.51,49.48,177.79,18.8,26.86,HUBTOWN
Other Income,16.44,8.29,-1.57,12.99,6.71,14.0,14.32,11.49,4.27,4.46,HUBTOWN
Depreciation,1.65,0.68,0.85,0.77,0.78,0.78,0.75,0.63,1.05,0.41,HUBTOWN
Interest,27.0,76.98,13.41,21.33,17.63,17.94,15.48,9.84,14.23,15.79,HUBTOWN
Profit before tax,-26.37,11.24,8.48,-31.9,-1.71,-123.39,-10.43,-22.21,-8.12,-7.43,HUBTOWN
Tax,-9.29,9.61,31.73,-11.13,4.25,-0.67,-1.44,3.28,8.99,-2.06,HUBTOWN
Net profit,-17.08,1.63,-23.25,-20.77,-5.96,-122.72,-8.99,-25.49,-17.11,-5.37,HUBTOWN
Operating Profit,-14.16,80.61,24.31,-22.79,9.99,-118.67,-8.52,-23.23,2.89,4.31,HUBTOWN
