Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,15.61,15.61,15.61,15.61,15.61,15.61,15.61,15.61,15.61,15.61,STARPAPER
Reserves,68.3,38.75,16.66,31.45,47.96,337.21,390.4,439.68,472.69,486.28,STARPAPER
Borrowings,20.45,20.02,20.46,13.69,6.63,4.25,1.53,1.41,,,STARPAPER
Other Liabilities,95.37,111.58,116.88,109.41,105.6,156.96,154.27,134.95,142.2,148.44,STARPAPER
Total,199.73,185.96,169.61,170.16,175.8,514.03,561.81,591.65,630.5,650.33,STARPAPER
Net Block,111.53,100.25,91.01,85.78,85.15,404.07,405.13,410.47,412.26,414.92,STARPAPER
Capital Work in Progress,2.07,2.13,0.6,0.6,0.54,2.45,7.36,3.77,7.49,5.75,STARPAPER
Investments,35.79,35.79,32.3,32.3,32.3,46.39,78.47,81.2,88.95,94.18,STARPAPER
Other Assets,50.34,47.79,45.7,51.48,57.81,61.12,70.85,96.21,121.8,135.48,STARPAPER
Total,199.73,185.96,169.61,170.16,175.8,514.03,561.81,591.65,630.5,650.33,STARPAPER
Receivables,7.03,7.54,7.05,6.52,10.31,6.68,7.53,7.27,3.6,0.33,STARPAPER
Inventory,28.69,26.64,24.09,23.22,26.93,32.88,44.14,49.03,79.53,76.45,STARPAPER
Cash & Bank,1.51,1.78,1.02,6.04,5.27,5.6,3.89,23.73,23.33,41.36,STARPAPER
No. of Equity Shares,15608350.0,15608300.0,15608350.0,15608350.0,15608350.0,15608350.0,15608350.0,15608350.0,15608350.0,15608350.0,STARPAPER
New Bonus Shares,,,,,,,,,,,STARPAPER
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,STARPAPER
