Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,15.95,KABRAEXTRU
Reserves,97.12,104.25,112.87,126.65,140.48,210.77,217.82,230.78,216.86,262.46,KABRAEXTRU
Borrowings,12.44,15.55,17.33,20.99,17.15,8.37,4.07,9.43,26.72,23.97,KABRAEXTRU
Other Liabilities,57.58,63.87,77.42,97.51,74.14,68.19,99.62,87.02,110.5,97.04,KABRAEXTRU
Total,183.09,199.62,223.57,261.1,247.72,303.28,337.46,343.18,370.03,399.42,KABRAEXTRU
Net Block,52.5,49.7,44.89,70.0,107.43,113.25,108.42,120.14,134.07,139.99,KABRAEXTRU
Capital Work in Progress,,,,,,0.57,,0.96,7.23,0.51,KABRAEXTRU
Investments,24.93,52.42,57.8,41.7,16.2,63.31,57.05,51.69,42.88,85.73,KABRAEXTRU
Other Assets,105.66,97.5,120.88,149.4,124.09,126.15,171.99,170.39,185.85,173.19,KABRAEXTRU
Total,183.09,199.62,223.57,261.1,247.72,303.28,337.46,343.18,370.03,399.42,KABRAEXTRU
Receivables,19.65,15.57,25.11,53.7,39.84,35.26,44.13,35.43,16.28,21.53,KABRAEXTRU
Inventory,54.09,54.41,58.06,62.0,61.2,65.51,102.31,106.16,125.21,111.68,KABRAEXTRU
Cash & Bank,1.62,1.28,1.05,1.72,3.7,2.1,1.23,2.72,6.34,8.4,KABRAEXTRU
No. of Equity Shares,31902320.0,31902320.0,31902320.0,31902320.0,31902320.0,31902320.0,31902320.0,31902320.0,31902320.0,31902320.0,KABRAEXTRU
New Bonus Shares,,,,,,,,,,,KABRAEXTRU
Face value,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,KABRAEXTRU
