Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,370.34,373.3,385.16,386.18,917.19,920.45,952.82,954.38,956.52,990.92,KOTAKBANK
Reserves,7575.6,9073.65,11889.93,13754.91,23041.87,26695.62,36528.83,41444.0,47558.78,62236.05,KOTAKBANK
Borrowings,55132.04,71439.39,71967.91,87010.02,159618.36,178521.34,217797.42,258128.65,300813.83,303750.7,KOTAKBANK
Other Liabilities,2588.81,2807.35,3342.34,4860.97,8682.37,8452.55,9654.33,11645.06,10922.55,16510.95,KOTAKBANK
Total,65666.79,83693.69,87585.34,106012.08,192259.79,214589.96,264933.4,312172.09,360251.68,383488.62,KOTAKBANK
Net Block,449.97,464.42,1106.94,1206.71,1551.59,1537.63,1527.16,1651.55,1623.13,1535.27,KOTAKBANK
Capital Work in Progress,,,,,,,,,,,KOTAKBANK
Investments,21566.81,28873.43,25484.55,28659.11,51260.22,45074.19,64562.35,71189.09,75051.55,105099.19,KOTAKBANK
Other Assets,43650.01,54355.84,60993.85,76146.26,139447.98,167978.14,198843.89,239331.45,283577.0,276854.16,KOTAKBANK
Total,65666.79,83693.69,87585.34,106012.08,192259.79,214589.96,264933.4,312172.09,360251.68,383488.62,KOTAKBANK
Receivables,,,,,,,,,,,KOTAKBANK
Inventory,,,,,,,,,,,KOTAKBANK
Cash & Bank,2634.55,3689.16,5979.89,6262.36,10879.72,22572.01,19620.11,24675.54,53292.3,39626.53,KOTAKBANK
No. of Equity Shares,740689510.0,746609026.0,770311001.0,772352664.0,1834382158.0,1840897877.0,1905648506.0,1908754827.0,1913038338.0,1981835668.0,KOTAKBANK
New Bonus Shares,,,,,912841920.0,,,,,,KOTAKBANK
Face value,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,KOTAKBANK
