Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,199.98,199.94,194.95,194.51,194.13,183.56,156.87,160.96,139.1,55.07,ARCHIES
Raw Material Cost,63.1,76.55,67.05,82.69,82.6,69.82,54.56,61.99,58.31,18.07,ARCHIES
Change in Inventory,-12.39,1.42,-4.66,10.63,8.89,-0.2,-2.86,3.34,7.07,-1.35,ARCHIES
Power and Fuel,5.51,6.21,6.61,6.28,6.0,5.53,4.99,4.59,4.22,2.32,ARCHIES
Other Mfr. Exp,8.04,15.5,16.32,16.4,14.65,16.35,14.43,14.18,11.71,7.4,ARCHIES
Employee Cost,27.24,28.2,29.19,28.91,31.37,34.16,31.43,31.9,30.31,12.83,ARCHIES
Selling and admin,55.46,56.3,55.68,57.23,58.22,58.47,45.54,45.39,24.21,9.41,ARCHIES
Other Expenses,5.88,0.05,-0.72,-0.62,-0.66,-0.84,0.37,0.61,1.08,0.55,ARCHIES
Other Income,-0.09,-0.92,-0.58,1.44,0.68,1.33,1.28,1.36,1.45,17.46,ARCHIES
Depreciation,4.59,4.87,5.1,6.4,4.61,3.81,4.03,3.58,18.42,17.15,ARCHIES
Interest,3.76,2.25,2.78,2.97,2.73,3.02,2.82,2.7,9.58,7.47,ARCHIES
Profit before tax,13.92,10.51,7.7,6.32,4.18,-5.63,-2.88,0.72,-10.22,-4.02,ARCHIES
Tax,4.42,3.5,2.46,2.2,1.29,-1.93,-0.51,,-3.04,-1.65,ARCHIES
Net profit,9.5,7.01,5.24,4.12,2.89,-3.7,-2.37,0.73,-7.18,-2.38,ARCHIES
