Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,95.99,113.75,75.12,60.27,46.96,76.68,118.89,118.79,111.78,79.56,GENESYS
Raw Material Cost,,,,,,,,,,,GENESYS
Change in Inventory,,,,,,,,,,,GENESYS
Power and Fuel,1.15,2.15,1.73,0.96,1.13,1.17,1.4,1.83,2.02,1.1,GENESYS
Other Mfr. Exp,8.02,10.41,9.41,8.63,5.74,8.81,13.98,16.28,12.32,16.45,GENESYS
Employee Cost,32.43,52.77,35.5,22.16,24.09,28.75,47.72,63.21,67.28,46.07,GENESYS
Selling and admin,6.93,11.35,7.71,5.06,5.72,7.48,5.68,5.99,6.39,5.97,GENESYS
Other Expenses,13.69,4.52,3.57,10.51,2.82,4.23,6.95,7.56,9.8,11.84,GENESYS
Other Income,-3.56,5.0,2.86,2.34,5.83,3.49,4.47,3.88,5.04,-25.15,GENESYS
Depreciation,11.51,12.12,9.61,8.27,7.05,6.56,6.55,9.78,12.07,9.82,GENESYS
Interest,0.3,1.71,1.85,1.87,1.64,1.99,2.41,2.77,2.94,3.15,GENESYS
Profit before tax,18.4,23.72,8.6,5.15,4.6,21.18,38.67,15.25,4.0,-39.99,GENESYS
Tax,1.95,3.09,1.76,0.56,0.29,-1.88,7.66,2.95,-1.54,-2.65,GENESYS
Net profit,16.45,20.62,6.84,4.58,4.31,23.05,31.0,12.3,5.53,-37.33,GENESYS
