Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1.55,2.69,2.88,8.92,8.2,12.3,20.05,20.66,17.66,177.54,EQUITAS
Raw Material Cost,,,,,,,,,,,EQUITAS
Change in Inventory,,,,,,,,,,,EQUITAS
Power and Fuel,,,,,,,,,,,EQUITAS
Other Mfr. Exp,0.01,,0.02,0.03,0.03,0.06,0.01,0.05,0.02,,EQUITAS
Employee Cost,,,,1.17,1.87,1.6,1.71,1.58,1.64,1.71,EQUITAS
Selling and admin,1.32,0.6,1.0,2.74,1.46,2.22,1.46,1.57,1.75,1.96,EQUITAS
Other Expenses,0.2,0.01,0.11,0.43,0.09,0.19,0.49,4.53,1.53,3.58,EQUITAS
Other Income,,,,,,0.06,,1.86,1.41,0.18,EQUITAS
Depreciation,0.27,0.35,0.47,0.73,0.91,0.57,0.7,0.84,0.89,0.91,EQUITAS
Interest,,,,,,0.22,1.82,1.23,0.25,0.12,EQUITAS
Profit before tax,-0.25,1.73,1.28,3.82,3.84,7.5,13.86,12.72,12.99,169.44,EQUITAS
Tax,6.1,0.68,0.81,2.16,1.73,2.82,3.29,3.39,5.3,22.49,EQUITAS
Net profit,-6.35,1.06,0.47,1.66,2.12,4.68,10.57,9.33,7.69,146.95,EQUITAS
