Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1.15,,379.0,617.32,2541.06,1334.5,2015.38,1909.27,1773.88,1559.86,RTNPOWER
Raw Material Cost,,,,,,,,,,,RTNPOWER
Change in Inventory,,,,,,,,,,,RTNPOWER
Power and Fuel,,,203.61,378.39,1436.83,466.76,1180.84,1017.37,874.31,722.12,RTNPOWER
Other Mfr. Exp,0.08,0.12,23.33,34.51,55.44,48.7,43.0,60.27,65.68,51.53,RTNPOWER
Employee Cost,8.25,1.64,8.42,21.0,41.28,46.66,46.48,46.17,52.03,38.85,RTNPOWER
Selling and admin,5.17,2.98,10.54,23.58,33.75,26.39,72.25,37.8,95.94,42.49,RTNPOWER
Other Expenses,0.01,59.87,25.15,48.3,1.97,11.05,72.63,74.18,92.92,333.16,RTNPOWER
Other Income,72.82,34.68,13.55,33.77,98.79,169.22,224.11,-2157.19,2887.25,616.51,RTNPOWER
Depreciation,1.13,1.22,65.28,123.28,194.76,207.6,239.12,233.32,227.54,227.51,RTNPOWER
Interest,0.9,3.42,129.04,361.67,984.07,1017.08,996.63,1074.51,1354.0,664.01,RTNPOWER
Profit before tax,58.43,-34.57,-72.82,-339.64,-108.25,-320.52,-411.46,-2791.54,1898.71,96.7,RTNPOWER
Tax,6.01,-8.29,2.45,0.19,,,6.91,,,,RTNPOWER
Net profit,52.42,-26.28,-75.27,-339.83,-108.25,-320.52,-418.38,-2791.54,1898.7,96.7,RTNPOWER
