Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,108.53,94.63,93.01,93.01,93.01,80.36,80.36,80.36,80.36,80.36,VARDHACRLC
Reserves,142.28,164.81,208.07,228.31,224.81,215.05,239.02,253.29,275.06,318.01,VARDHACRLC
Borrowings,8.14,4.35,1.6,0.82,0.73,0.88,1.33,0.75,1.42,0.36,VARDHACRLC
Other Liabilities,47.36,55.01,82.14,107.64,76.79,126.84,92.29,118.92,96.47,86.39,VARDHACRLC
Total,306.31,318.8,384.82,429.78,395.34,423.13,413.0,453.32,453.31,485.12,VARDHACRLC
Net Block,95.91,85.72,74.87,72.41,61.2,57.69,54.72,51.59,63.83,58.67,VARDHACRLC
Capital Work in Progress,0.3,0.03,2.94,2.34,0.11,0.3,0.09,0.03,0.02,0.21,VARDHACRLC
Investments,88.74,134.87,194.12,262.55,256.06,247.9,259.55,283.97,160.01,231.87,VARDHACRLC
Other Assets,121.36,98.18,112.89,92.48,77.97,117.24,98.64,117.73,229.45,194.37,VARDHACRLC
Total,306.31,318.8,384.82,429.78,395.34,423.13,413.0,453.32,453.31,485.12,VARDHACRLC
Receivables,8.13,1.93,10.28,1.48,1.89,5.39,20.22,15.6,9.5,15.07,VARDHACRLC
Inventory,57.35,66.21,77.03,70.04,52.49,79.44,52.47,76.37,60.47,64.2,VARDHACRLC
Cash & Bank,5.34,12.09,5.82,2.79,1.01,9.18,4.7,2.5,124.59,102.17,VARDHACRLC
No. of Equity Shares,108532508.0,94626348.0,93007836.0,93007836.0,93007836.0,80363746.0,80363746.0,80363746.0,80363746.0,80363746.0,VARDHACRLC
New Bonus Shares,,,,,,,,,,,VARDHACRLC
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,VARDHACRLC
