Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,2565.97,2126.24,2533.1,2819.09,2730.98,2666.63,3069.82,3587.64,2818.38,2680.7,MUKANDLTD
Raw Material Cost,1351.7,1121.24,1344.61,1385.82,1204.8,1253.55,1783.91,1965.03,1564.94,1582.16,MUKANDLTD
Change in Inventory,19.77,61.13,175.83,137.32,71.08,104.83,54.47,17.97,26.03,-249.2,MUKANDLTD
Power and Fuel,206.53,178.2,203.82,193.55,197.32,191.35,205.92,247.64,215.66,209.66,MUKANDLTD
Other Mfr. Exp,592.32,507.84,696.42,746.94,739.64,681.82,807.36,930.9,687.34,588.76,MUKANDLTD
Employee Cost,131.96,136.63,145.66,159.36,171.54,174.94,182.76,208.65,188.86,189.1,MUKANDLTD
Selling and admin,88.29,74.78,56.49,78.51,83.78,85.72,18.61,13.3,12.87,16.97,MUKANDLTD
Other Expenses,85.39,55.29,107.3,53.71,71.25,33.82,60.2,89.96,68.02,47.53,MUKANDLTD
Other Income,9.66,118.44,33.6,4.66,21.31,219.95,284.03,79.14,52.2,666.01,MUKANDLTD
Depreciation,65.72,64.15,67.04,74.97,73.99,71.35,56.47,58.3,75.41,68.52,MUKANDLTD
Interest,181.87,215.38,243.89,266.08,278.91,424.78,267.25,303.3,338.11,307.02,MUKANDLTD
Profit before tax,-108.38,-47.7,-122.7,2.13,2.14,74.08,25.84,-132.33,-254.6,87.79,MUKANDLTD
Tax,-14.88,-8.24,-34.69,0.55,0.52,62.84,-18.22,-48.22,-59.03,41.79,MUKANDLTD
Net profit,-93.5,-39.46,-88.01,1.58,1.62,11.24,44.06,-84.11,-195.57,46.0,MUKANDLTD
