Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,886.86,1014.13,1040.96,1267.21,1313.35,1147.45,1244.85,1404.14,1283.75,1213.24,EVERESTIND
Raw Material Cost,488.67,606.22,609.77,720.6,712.79,642.71,728.4,826.48,722.0,615.9,EVERESTIND
Change in Inventory,-1.18,44.38,-0.71,14.28,-19.49,-12.37,17.64,43.26,-17.21,-36.6,EVERESTIND
Power and Fuel,31.89,37.71,33.28,36.15,35.88,31.39,35.06,39.98,39.4,36.05,EVERESTIND
Other Mfr. Exp,63.39,143.46,77.41,113.76,123.03,86.5,93.14,112.14,119.65,94.52,EVERESTIND
Employee Cost,80.0,93.03,99.13,119.72,127.1,99.77,107.26,115.26,115.71,108.84,EVERESTIND
Selling and admin,101.61,40.2,145.41,148.31,157.81,153.53,157.74,177.67,158.0,148.37,EVERESTIND
Other Expenses,39.36,39.89,35.4,61.02,50.34,78.68,49.35,68.63,68.82,59.22,EVERESTIND
Other Income,17.79,8.53,12.34,10.46,12.9,9.11,5.71,5.84,8.9,8.31,EVERESTIND
Depreciation,20.08,22.05,26.72,25.42,25.63,25.46,23.55,20.56,23.74,25.31,EVERESTIND
Interest,4.44,5.58,12.57,18.69,22.84,20.83,12.59,7.62,7.04,3.9,EVERESTIND
Profit before tax,74.03,78.9,12.9,48.28,51.34,5.32,61.11,84.9,21.08,92.84,EVERESTIND
Tax,21.27,26.4,3.75,14.07,16.04,1.33,10.43,20.7,7.36,35.24,EVERESTIND
Net profit,52.76,52.5,9.15,34.21,35.31,3.99,50.68,64.2,13.73,57.59,EVERESTIND
