Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,600.47,699.71,637.35,607.23,749.79,818.0,1015.49,1141.91,937.97,1301.07,KCP
Raw Material Cost,131.36,152.08,132.65,136.77,207.52,172.4,169.13,261.02,207.58,228.95,KCP
Change in Inventory,11.12,0.51,-14.44,13.23,-5.54,-6.86,-1.18,21.5,18.79,-40.51,KCP
Power and Fuel,161.58,208.94,165.14,143.74,119.07,184.68,262.62,303.0,241.91,270.75,KCP
Other Mfr. Exp,68.1,78.43,75.78,63.66,64.03,80.76,92.2,105.32,87.23,82.16,KCP
Employee Cost,52.68,51.34,52.6,52.69,66.42,78.6,93.55,85.77,80.52,93.05,KCP
Selling and admin,77.35,158.64,126.79,111.98,124.96,132.02,218.71,275.05,247.56,274.11,KCP
Other Expenses,7.57,9.85,8.99,13.79,15.33,19.0,19.98,12.37,13.18,10.7,KCP
Other Income,39.12,72.55,19.29,10.25,2.73,5.48,39.58,21.69,32.2,35.92,KCP
Depreciation,29.35,31.98,34.09,34.31,39.12,48.61,49.03,51.93,71.41,69.42,KCP
Interest,37.95,38.12,44.95,49.86,45.41,47.99,36.3,35.83,64.97,50.58,KCP
Profit before tax,84.77,43.39,1.21,23.91,65.12,52.56,112.37,54.81,-25.4,216.76,KCP
Tax,23.24,12.94,-0.07,8.04,22.26,18.76,31.1,15.29,-18.63,63.44,KCP
Net profit,61.53,30.46,1.28,15.87,42.86,33.81,81.27,39.51,-6.77,153.32,KCP
