Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,20.28,19.03,19.03,19.03,21.73,21.73,21.73,21.73,20.91,20.91,GEECEE
Reserves,259.67,258.08,261.17,269.74,309.38,342.72,372.61,415.68,393.06,441.35,GEECEE
Borrowings,0.03,,,0.07,0.14,0.06,,,,,GEECEE
Other Liabilities,22.88,23.48,33.1,72.66,49.29,38.54,30.99,27.12,30.03,54.99,GEECEE
Total,302.86,300.59,313.3,361.5,380.54,403.05,425.33,464.53,444.0,517.25,GEECEE
Net Block,29.56,27.53,26.93,26.63,24.94,24.88,22.68,20.79,18.94,17.67,GEECEE
Capital Work in Progress,,,,,,,,,,,GEECEE
Investments,50.31,42.56,39.33,32.39,55.07,183.48,238.45,318.81,149.34,361.9,GEECEE
Other Assets,222.99,230.5,247.04,302.48,300.53,194.69,164.2,124.93,275.72,137.68,GEECEE
Total,302.86,300.59,313.3,361.5,380.54,403.05,425.33,464.53,444.0,517.25,GEECEE
Receivables,0.87,0.4,0.25,0.82,19.73,32.67,30.7,7.88,3.86,5.11,GEECEE
Inventory,,107.52,114.32,135.79,110.27,140.31,100.83,80.16,113.18,109.28,GEECEE
Cash & Bank,121.33,39.39,81.89,130.53,139.76,8.29,9.83,5.85,144.82,2.74,GEECEE
No. of Equity Shares,20276324.0,19026543.0,19026543.0,19026543.0,21726543.0,21726543.0,21726543.0,21726543.0,20911729.0,20911729.0,GEECEE
New Bonus Shares,,,,,,,,,,,GEECEE
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,GEECEE
