Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,96.97,79.4,57.26,70.84,112.58,197.24,239.72,243.99,297.93,202.31,RKEC
Raw Material Cost,,37.73,23.2,28.62,56.83,75.7,107.16,110.77,104.41,92.84,RKEC
Change in Inventory,,3.02,5.49,0.35,11.46,-18.84,0.93,25.51,-5.54,15.48,RKEC
Power and Fuel,,,,,,,4.22,4.77,10.14,5.52,RKEC
Other Mfr. Exp,,,,,,58.24,67.13,85.84,77.2,59.51,RKEC
Employee Cost,,8.2,4.88,4.91,8.1,12.6,15.49,13.42,18.37,14.24,RKEC
Selling and admin,,27.04,25.14,28.23,46.06,2.94,7.69,10.49,12.19,10.41,RKEC
Other Expenses,94.0,0.01,-0.01,,-0.01,0.38,0.21,1.07,1.63,3.7,RKEC
Other Income,,1.89,0.52,0.87,0.87,2.88,1.05,1.47,-10.75,3.46,RKEC
Depreciation,,3.49,3.55,4.02,3.44,2.74,3.09,3.54,4.14,3.99,RKEC
Interest,,3.61,4.25,3.24,5.32,8.43,4.17,6.47,12.74,13.59,RKEC
Profit before tax,2.97,4.23,2.26,3.04,5.17,20.25,32.54,34.6,40.82,17.45,RKEC
Tax,,1.43,1.18,1.08,1.98,7.32,12.18,10.47,10.55,4.69,RKEC
Net profit,2.97,2.8,1.08,1.96,3.19,12.93,20.35,24.13,30.27,12.76,RKEC
