Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,12.33,12.33,12.33,12.33,12.33,12.33,12.33,12.33,12.33,12.33,KKCL
Reserves,213.22,241.53,278.28,307.48,286.41,362.19,387.33,418.17,434.1,420.64,KKCL
Borrowings,14.89,14.09,11.88,11.35,28.89,40.51,48.3,93.46,91.43,49.55,KKCL
Other Liabilities,44.84,56.48,68.05,79.32,96.23,98.11,108.9,121.74,99.07,99.82,KKCL
Total,285.28,324.43,370.54,410.48,423.86,513.14,556.86,645.7,636.93,582.34,KKCL
Net Block,43.43,43.54,42.65,53.96,59.97,64.55,69.57,82.35,82.58,82.31,KKCL
Capital Work in Progress,0.89,0.7,0.03,4.25,2.64,7.27,9.24,2.24,2.86,0.97,KKCL
Investments,31.58,121.62,166.69,178.1,161.44,205.12,230.42,235.72,195.19,130.89,KKCL
Other Assets,209.38,158.57,161.17,174.17,199.81,236.2,247.63,325.39,356.3,368.17,KKCL
Total,285.28,324.43,370.54,410.48,423.86,513.14,556.86,645.7,636.93,582.34,KKCL
Receivables,50.49,47.87,63.68,77.43,108.97,106.15,120.72,177.67,170.92,131.03,KKCL
Inventory,32.09,33.67,47.89,40.41,55.73,51.26,52.85,83.1,90.03,50.57,KKCL
Cash & Bank,101.55,60.77,34.17,43.17,21.23,66.44,62.49,53.29,80.2,167.6,KKCL
No. of Equity Shares,12325037.0,12325037.0,12325037.0,12325037.0,12325037.0,12325037.0,12325037.0,12325037.0,12325037.0,12325037.0,KKCL
New Bonus Shares,,,,,,,,,,,KKCL
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,KKCL
