Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1706.32,1658.35,1618.91,2030.95,2325.58,2628.46,3458.8,4226.96,4884.27,4181.49,KEI
Raw Material Cost,1325.09,1252.1,1250.01,1516.43,1569.19,1636.66,2115.35,2779.78,3191.51,2617.47,KEI
Change in Inventory,8.43,43.39,41.95,39.47,-45.53,42.68,32.62,104.61,136.24,-105.31,KEI
Power and Fuel,26.53,28.52,30.1,32.44,35.38,38.87,44.0,54.23,63.2,51.43,KEI
Other Mfr. Exp,102.31,77.95,41.99,107.05,148.5,445.47,608.22,575.15,721.27,529.71,KEI
Employee Cost,37.1,46.2,51.64,62.19,83.01,111.9,147.17,173.39,227.59,184.94,KEI
Selling and admin,51.71,104.12,108.4,125.55,156.49,128.22,172.86,214.08,240.7,179.61,KEI
Other Expenses,21.8,22.12,25.47,33.73,45.23,40.96,65.29,92.61,80.1,52.42,KEI
Other Income,1.49,2.14,1.07,4.84,5.35,10.03,9.16,7.07,16.37,19.96,KEI
Depreciation,19.54,20.44,20.97,24.59,25.29,28.4,32.23,33.95,56.69,57.81,KEI
Interest,96.16,109.35,111.53,120.4,126.97,124.43,111.3,136.15,129.15,57.31,KEI
Profit before tax,36.0,43.08,21.82,52.88,95.34,126.26,204.16,279.3,326.67,365.44,KEI
Tax,11.67,16.74,10.22,18.63,33.14,32.42,59.6,97.44,71.56,92.12,KEI
Net profit,24.33,26.34,11.6,34.25,62.2,93.83,144.56,181.87,255.1,273.31,KEI
