Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,0.7,0.7,1.4,1.49,2.03,2.03,2.03,2.03,2.03,2.03,HECPROJECT
Reserves,7.49,8.46,8.69,10.84,18.0,20.92,24.26,25.97,26.5,26.81,HECPROJECT
Borrowings,18.85,21.79,26.46,23.98,17.36,22.66,26.04,28.61,31.27,31.11,HECPROJECT
Other Liabilities,16.16,15.07,19.83,43.34,28.74,26.08,40.1,34.61,25.77,24.32,HECPROJECT
Total,43.2,46.02,56.38,79.65,66.13,71.69,92.43,91.22,85.57,84.27,HECPROJECT
Net Block,3.36,3.2,3.16,2.99,2.73,2.52,2.44,2.24,2.22,2.19,HECPROJECT
Capital Work in Progress,,,,,,,,,,,HECPROJECT
Investments,,,,0.68,,,,,,,HECPROJECT
Other Assets,39.84,42.82,53.22,75.98,63.4,69.17,89.99,88.98,83.35,82.08,HECPROJECT
Total,43.2,46.02,56.38,79.65,66.13,71.69,92.43,91.22,85.57,84.27,HECPROJECT
Receivables,25.16,27.58,23.72,26.38,30.48,33.3,48.98,30.86,28.11,30.48,HECPROJECT
Inventory,3.57,3.34,4.82,20.16,5.49,3.06,6.77,9.4,15.77,14.84,HECPROJECT
Cash & Bank,2.56,1.23,1.49,2.11,2.56,5.52,5.41,4.45,3.81,4.07,HECPROJECT
No. of Equity Shares,697700.0,697700.0,1395300.0,1488832.0,2027632.0,2027632.0,2027632.0,2027632.0,2027632.0,2027632.0,HECPROJECT
New Bonus Shares,,,,,,,,,,,HECPROJECT
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,HECPROJECT
