Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,16.82,16.82,16.82,18.62,18.62,18.62,18.62,18.62,18.62,18.05,MPSLTD
Reserves,53.49,65.82,75.81,235.02,256.25,325.72,393.31,441.02,323.26,340.66,MPSLTD
Borrowings,5.21,4.64,0.07,,,,,,11.2,12.25,MPSLTD
Other Liabilities,28.51,28.59,24.34,24.59,23.38,23.84,26.98,23.37,17.1,67.1,MPSLTD
Total,104.03,115.87,117.04,278.23,298.25,368.18,438.91,483.01,370.18,438.06,MPSLTD
Net Block,26.5,21.77,18.88,21.53,24.33,25.51,30.6,25.69,30.42,83.15,MPSLTD
Capital Work in Progress,,,,,0.06,,,,,,MPSLTD
Investments,12.2,17.73,28.01,176.88,193.26,253.05,330.57,307.52,195.31,129.64,MPSLTD
Other Assets,65.33,76.37,70.15,79.82,80.6,89.62,77.74,149.8,144.45,225.27,MPSLTD
Total,104.03,115.87,117.04,278.23,298.25,368.18,438.91,483.01,370.18,438.06,MPSLTD
Receivables,24.24,29.8,28.82,32.7,36.34,38.7,36.11,37.82,32.39,57.3,MPSLTD
Inventory,9.25,8.9,,,,,,,,,MPSLTD
Cash & Bank,8.93,11.1,9.75,12.79,4.23,3.26,2.82,33.51,38.6,49.3,MPSLTD
No. of Equity Shares,16822668.0,16822668.0,16822668.0,18616926.0,18616926.0,18616926.0,18616926.0,18616926.0,18616926.0,18050260.0,MPSLTD
New Bonus Shares,,,,,,,,,,,MPSLTD
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,MPSLTD
