Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,315.5,384.12,415.93,481.55,434.57,445.69,581.78,824.96,702.48,749.47,EXCELINDUS
Raw Material Cost,171.91,206.06,239.62,245.95,221.08,218.19,258.53,345.06,321.61,347.07,EXCELINDUS
Change in Inventory,3.71,4.84,1.13,9.61,-4.7,-9.54,5.1,8.51,7.75,-7.94,EXCELINDUS
Power and Fuel,25.02,29.91,28.11,30.75,27.59,31.26,39.49,49.49,54.96,58.69,EXCELINDUS
Other Mfr. Exp,28.83,31.61,23.68,39.69,24.28,31.4,36.82,40.49,41.87,42.15,EXCELINDUS
Employee Cost,38.7,43.12,54.41,61.83,56.05,62.32,71.29,77.19,85.49,90.29,EXCELINDUS
Selling and admin,14.84,16.27,17.77,21.62,21.53,30.47,39.4,51.09,56.07,61.93,EXCELINDUS
Other Expenses,21.46,21.64,13.95,19.05,17.02,18.76,16.31,19.6,19.11,19.39,EXCELINDUS
Other Income,18.76,3.7,4.26,6.69,1.78,8.92,2.63,3.77,7.66,7.87,EXCELINDUS
Depreciation,9.7,10.13,11.03,14.7,14.88,13.92,14.94,18.12,22.78,27.15,EXCELINDUS
Interest,8.96,12.21,12.22,13.97,12.54,11.15,6.96,3.43,3.79,3.02,EXCELINDUS
Profit before tax,18.55,21.71,20.53,50.29,36.68,27.6,105.77,232.77,112.21,99.71,EXCELINDUS
Tax,3.87,6.89,3.05,9.73,11.49,6.81,33.23,80.7,18.73,29.51,EXCELINDUS
Net profit,14.68,14.82,17.48,40.56,25.2,20.8,72.54,152.06,93.47,70.19,EXCELINDUS
