Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,90.95,101.99,104.53,100.42,90.85,123.23,157.61,139.17,92.6,57.24,APTECHT
Raw Material Cost,,,,,,1.15,0.74,1.78,1.23,0.11,APTECHT
Change in Inventory,,,,,,-0.16,-0.26,0.5,0.19,-0.23,APTECHT
Power and Fuel,0.96,0.99,0.87,0.74,0.58,0.54,0.99,1.09,0.73,0.43,APTECHT
Other Mfr. Exp,29.1,31.18,0.93,1.01,31.89,0.96,1.13,0.8,1.0,0.58,APTECHT
Employee Cost,22.26,24.31,24.02,24.84,23.33,43.77,63.6,47.36,37.31,25.72,APTECHT
Selling and admin,19.61,22.96,53.94,51.43,16.83,59.31,74.39,70.73,35.34,15.36,APTECHT
Other Expenses,5.83,3.65,1.89,1.15,1.93,3.06,6.01,8.55,14.97,5.3,APTECHT
Other Income,12.24,18.28,11.33,4.8,3.36,4.68,19.88,4.71,3.9,-16.65,APTECHT
Depreciation,7.04,6.27,4.94,5.77,6.42,6.85,7.51,7.0,5.7,5.29,APTECHT
Interest,0.19,0.28,0.28,0.37,0.27,0.04,0.06,0.09,0.89,1.06,APTECHT
Profit before tax,18.2,30.63,28.99,19.91,12.96,12.07,22.8,6.98,-0.48,-13.49,APTECHT
Tax,,5.36,5.6,3.42,2.77,2.64,3.74,1.79,-0.68,-1.98,APTECHT
Net profit,18.2,25.27,23.39,16.49,10.19,9.44,19.06,5.2,0.21,-11.52,APTECHT
