Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,596.64,636.27,729.72,818.59,917.72,933.18,880.1,867.26,795.78,545.43,HMVL
Raw Material Cost,256.65,264.78,300.44,337.4,346.46,349.43,358.12,402.34,282.48,173.13,HMVL
Change in Inventory,-0.13,0.16,-0.11,-0.16,0.01,0.15,0.03,0.14,0.77,-1.07,HMVL
Power and Fuel,10.51,10.73,12.01,12.61,12.08,13.08,13.3,14.28,11.7,7.8,HMVL
Other Mfr. Exp,21.78,24.89,27.98,31.01,91.34,163.18,147.06,156.13,155.41,117.88,HMVL
Employee Cost,73.38,80.39,86.59,106.86,122.15,94.02,93.69,111.77,125.92,131.25,HMVL
Selling and admin,110.82,123.37,133.76,141.36,97.96,87.18,72.43,105.35,90.75,81.42,HMVL
Other Expenses,28.02,19.62,17.44,8.94,13.94,20.87,14.31,31.19,30.83,25.38,HMVL
Other Income,19.11,28.37,30.42,56.44,60.95,92.02,79.32,88.46,108.54,118.21,HMVL
Depreciation,19.42,21.7,21.56,24.32,21.91,20.21,19.66,21.22,30.66,30.44,HMVL
Interest,3.3,5.28,5.69,10.54,11.33,16.14,11.33,17.59,9.49,8.7,HMVL
Profit before tax,91.74,114.04,154.56,201.83,261.51,261.24,229.55,95.99,167.85,86.57,HMVL
Tax,26.39,29.52,43.35,60.96,82.77,67.64,58.33,-12.41,48.88,11.92,HMVL
Net profit,65.35,84.52,111.21,140.86,178.74,193.6,171.22,108.4,118.97,74.65,HMVL
