Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,35.45,35.46,35.46,35.46,35.46,35.45,35.45,35.45,35.45,35.45,GALAXYSURF
Reserves,197.14,231.42,311.45,377.52,446.34,531.53,630.42,747.06,854.39,981.37,GALAXYSURF
Borrowings,306.76,346.63,255.0,263.76,270.33,247.11,217.74,157.66,198.91,171.29,GALAXYSURF
Other Liabilities,270.97,208.41,252.52,201.28,211.18,285.87,354.26,366.49,300.35,369.45,GALAXYSURF
Total,810.32,821.92,854.43,878.02,963.31,1099.96,1237.87,1306.66,1389.1,1557.56,GALAXYSURF
Net Block,260.27,289.1,264.35,254.9,238.13,275.34,281.1,359.14,477.29,463.27,GALAXYSURF
Capital Work in Progress,38.36,2.8,3.76,5.48,45.62,9.67,18.54,40.18,61.37,116.2,GALAXYSURF
Investments,92.61,119.74,119.74,119.74,217.63,216.0,223.12,256.46,218.18,216.71,GALAXYSURF
Other Assets,419.08,410.28,466.58,497.9,461.93,598.95,715.11,650.88,632.26,761.38,GALAXYSURF
Total,810.32,821.92,854.43,878.02,963.31,1099.96,1237.87,1306.66,1389.1,1557.56,GALAXYSURF
Receivables,175.55,184.59,232.18,248.7,226.09,287.58,330.1,306.48,274.07,339.55,GALAXYSURF
Inventory,165.9,129.84,143.85,145.63,131.92,197.44,222.53,209.65,202.12,270.19,GALAXYSURF
Cash & Bank,1.45,8.8,6.95,11.92,7.84,4.96,2.41,4.58,17.65,24.83,GALAXYSURF
No. of Equity Shares,35454752.0,35454752.0,35454752.0,35454752.0,35454752.0,35454752.0,35454752.0,35454752.0,35454752.0,35454752.0,GALAXYSURF
New Bonus Shares,17727376.0,,,,,,,,,,GALAXYSURF
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,GALAXYSURF
