Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,0.49,1.96,1.96,1.96,1.96,11.76,11.76,11.76,11.76,11.76,ABMINTLLTD
Reserves,13.94,13.15,13.58,14.17,14.88,4.1,3.88,2.0,-2.87,7.28,ABMINTLLTD
Borrowings,31.5,48.74,33.47,28.6,21.94,0.18,0.1,,,,ABMINTLLTD
Other Liabilities,3.05,3.37,3.61,4.01,5.58,18.9,12.6,8.24,15.76,7.9,ABMINTLLTD
Total,48.98,67.22,52.62,48.74,44.36,34.94,28.34,22.0,24.65,26.94,ABMINTLLTD
Net Block,2.17,2.08,2.0,1.99,1.8,1.87,1.65,1.45,0.72,0.66,ABMINTLLTD
Capital Work in Progress,,,,,,,,,,,ABMINTLLTD
Investments,2.55,2.55,2.75,2.75,2.75,1.16,1.14,1.05,0.97,0.95,ABMINTLLTD
Other Assets,44.26,62.59,47.87,44.0,39.81,31.91,25.55,19.5,22.96,25.33,ABMINTLLTD
Total,48.98,67.22,52.62,48.74,44.36,34.94,28.34,22.0,24.65,26.94,ABMINTLLTD
Receivables,14.95,29.09,20.51,22.61,19.46,16.04,17.57,5.06,4.21,5.33,ABMINTLLTD
Inventory,8.15,,,,,3.39,,7.4,10.65,4.64,ABMINTLLTD
Cash & Bank,14.27,25.17,19.33,12.8,9.99,6.01,6.07,3.35,5.18,10.51,ABMINTLLTD
No. of Equity Shares,490000.0,1960000.0,1960000.0,1960000.0,1960000.0,11760000.0,11760000.0,11760000.0,11760000.0,11760000.0,ABMINTLLTD
New Bonus Shares,,,,,,,,,,,ABMINTLLTD
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,ABMINTLLTD
