Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Cash from Operating Activity,226.8,276.22,138.75,128.26,318.3,120.81,214.67,260.69,151.81,189.51,SARDAEN
Cash from Investing Activity,-201.72,-131.97,9.14,-2.88,-119.28,-77.48,-90.85,-177.76,-190.93,-16.69,SARDAEN
Cash from Financing Activity,-26.28,-137.96,-109.45,-169.49,-199.78,-42.77,-123.73,-82.73,41.18,-173.37,SARDAEN
Net Cash Flow,-1.2,6.29,38.44,-44.11,-0.77,0.55,0.08,0.2,2.06,-0.55,SARDAEN
