Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,2129.69,2243.22,2645.3,2643.36,2492.98,2903.01,1106.29,1252.69,1259.31,1288.74,CHEMPLASTS
Raw Material Cost,1296.05,1376.56,1712.1,1798.13,1567.4,1813.6,366.87,408.15,436.52,413.27,CHEMPLASTS
Change in Inventory,-22.7,8.89,-11.58,1.37,-5.72,39.07,-2.57,8.01,15.15,-14.83,CHEMPLASTS
Power and Fuel,307.05,327.02,367.72,348.96,278.98,268.91,257.29,328.57,287.79,250.91,CHEMPLASTS
Other Mfr. Exp,107.32,93.82,105.3,113.58,93.81,103.0,52.83,75.55,70.56,64.31,CHEMPLASTS
Employee Cost,91.02,92.76,72.39,79.16,81.66,88.19,76.9,77.8,82.81,77.13,CHEMPLASTS
Selling and admin,97.12,92.47,63.13,77.69,60.92,58.17,24.48,14.86,49.59,47.33,CHEMPLASTS
Other Expenses,36.19,26.71,96.1,73.41,54.2,132.0,66.62,38.59,33.21,29.82,CHEMPLASTS
Other Income,12.41,13.07,32.43,31.17,19.99,-18.41,114.07,32.24,7.85,-9.87,CHEMPLASTS
Depreciation,93.39,93.89,91.48,57.18,64.95,68.72,57.0,54.88,87.42,87.72,CHEMPLASTS
Interest,161.36,150.46,167.42,162.93,162.5,72.6,37.43,46.99,95.42,253.67,CHEMPLASTS
Profit before tax,-70.1,11.49,-9.49,-35.14,142.83,318.48,278.37,247.55,138.99,39.88,CHEMPLASTS
Tax,-18.15,-0.47,-1.62,-9.64,60.95,168.24,94.95,60.34,40.25,-3.74,CHEMPLASTS
Net profit,-51.95,11.95,-7.87,-25.5,81.88,150.24,183.42,187.21,98.74,43.63,CHEMPLASTS
