Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,27.5,27.5,27.5,27.5,47.5,47.5,47.5,47.5,47.5,47.5,ENERGYDEV
Reserves,102.65,106.41,107.01,106.5,129.26,131.27,129.84,119.0,113.09,112.7,ENERGYDEV
Borrowings,70.59,61.55,70.98,4.64,9.07,16.51,17.83,17.81,18.15,21.05,ENERGYDEV
Other Liabilities,38.01,25.66,21.59,12.25,65.94,98.88,72.08,64.1,67.52,69.58,ENERGYDEV
Total,238.75,221.12,227.08,150.89,251.77,294.16,267.25,248.41,246.26,250.83,ENERGYDEV
Net Block,60.6,58.44,52.81,47.96,44.68,41.66,38.81,36.01,33.39,30.87,ENERGYDEV
Capital Work in Progress,,0.08,,,,,,,,,ENERGYDEV
Investments,68.95,68.95,100.95,70.69,114.68,99.3,83.1,79.15,79.1,79.25,ENERGYDEV
Other Assets,109.2,93.65,73.32,32.24,92.41,153.2,145.34,133.25,133.77,140.71,ENERGYDEV
Total,238.75,221.12,227.08,150.89,251.77,294.16,267.25,248.41,246.26,250.83,ENERGYDEV
Receivables,18.51,25.5,12.49,8.85,33.31,44.4,36.78,35.16,35.1,35.8,ENERGYDEV
Inventory,4.82,4.54,2.38,2.59,1.48,1.12,1.27,1.44,0.72,0.67,ENERGYDEV
Cash & Bank,5.57,6.74,5.95,3.56,6.4,7.21,4.09,1.55,1.45,1.46,ENERGYDEV
No. of Equity Shares,27500000.0,27500000.0,27500000.0,27500000.0,47500000.0,47500000.0,47500000.0,47500000.0,47500000.0,47500000.0,ENERGYDEV
New Bonus Shares,,,,,,,,,,,ENERGYDEV
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,ENERGYDEV
