Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,113.13,137.85,153.63,181.87,205.36,262.82,270.59,282.04,270.87,38.42,WONDERLA
Raw Material Cost,4.85,7.34,9.43,11.77,14.38,24.26,28.65,29.69,29.0,4.37,WONDERLA
Change in Inventory,0.1,0.12,-0.03,0.58,0.85,0.66,-0.73,-0.26,0.36,-0.35,WONDERLA
Power and Fuel,,6.15,6.24,6.42,6.43,9.27,8.5,8.43,8.6,2.91,WONDERLA
Other Mfr. Exp,16.96,18.51,19.54,25.57,29.72,41.04,44.64,46.78,51.65,19.56,WONDERLA
Employee Cost,20.75,23.49,25.28,27.08,31.01,39.16,41.61,38.11,40.41,25.46,WONDERLA
Selling and admin,,19.36,21.61,28.05,37.81,78.96,52.82,39.63,33.12,10.92,WONDERLA
Other Expenses,14.92,0.3,0.8,1.66,2.01,3.0,4.43,3.66,3.12,3.29,WONDERLA
Other Income,1.39,1.52,2.34,9.42,18.07,11.35,7.75,9.57,30.93,6.29,WONDERLA
Depreciation,11.56,11.84,13.2,16.19,13.92,29.28,36.51,39.51,41.77,43.66,WONDERLA
Interest,1.13,2.46,1.92,2.19,1.97,1.33,1.21,1.5,1.9,0.62,WONDERLA
Profit before tax,44.45,50.04,57.92,72.94,87.03,48.53,59.24,84.04,92.59,-66.43,WONDERLA
Tax,14.41,16.45,18.02,22.31,27.21,14.62,20.74,28.62,27.81,-16.49,WONDERLA
Net profit,30.04,33.59,39.89,50.63,59.82,33.91,38.5,55.41,64.78,-49.93,WONDERLA
