Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,10.35,10.37,10.38,10.39,10.74,10.76,10.65,10.36,9.0,9.0,BSE
Reserves,2063.15,2044.58,2074.78,2192.59,2296.62,2418.6,2763.66,2615.85,2156.0,2178.16,BSE
Borrowings,253.0,,,,0.6,0.67,,,,,BSE
Other Liabilities,473.2,672.41,507.29,672.82,610.89,747.49,606.77,567.65,657.29,805.7,BSE
Total,2799.7,2727.36,2592.45,2875.8,2918.85,3177.52,3381.08,3193.86,2822.29,2992.86,BSE
Net Block,86.82,95.49,89.87,150.02,144.19,127.72,133.47,132.75,118.42,117.7,BSE
Capital Work in Progress,20.27,19.19,33.68,3.66,1.69,5.06,7.32,19.07,23.16,3.8,BSE
Investments,1131.03,1306.02,1643.49,1868.5,1874.58,2118.3,2639.58,2566.47,2160.3,1977.63,BSE
Other Assets,1561.58,1306.66,825.41,853.62,898.39,926.44,600.71,475.57,520.41,893.73,BSE
Total,2799.7,2727.36,2592.45,2875.8,2918.85,3177.52,3381.08,3193.86,2822.29,2992.86,BSE
Receivables,36.13,23.4,24.01,26.3,29.1,52.46,51.16,41.13,51.95,55.75,BSE
Inventory,,,,,,,,,,,BSE
Cash & Bank,1464.32,1199.34,688.95,700.48,560.65,640.16,338.51,239.42,203.87,508.08,BSE
No. of Equity Shares,103537772.0,103667772.0,103797772.0,103797772.0,107356344.0,53808172.0,53259532.0,51789002.0,45024297.0,45024297.0,BSE
New Bonus Shares,,,120000.0,,,,,,,,BSE
Face value,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,BSE
