Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,26.23,29.11,28.69,29.9,31.13,33.96,38.02,38.43,40.55,32.37,LOTUSEYE
Raw Material Cost,8.42,9.08,7.87,9.43,8.4,10.27,10.89,6.18,6.11,4.76,LOTUSEYE
Change in Inventory,0.31,0.59,-0.1,0.15,-0.56,-0.64,-0.12,0.03,-0.08,0.08,LOTUSEYE
Power and Fuel,0.81,1.0,0.92,0.92,0.96,0.98,1.11,1.24,1.22,0.96,LOTUSEYE
Other Mfr. Exp,0.99,6.27,6.26,6.25,6.11,6.18,7.23,12.86,14.21,11.86,LOTUSEYE
Employee Cost,4.53,5.34,5.51,5.54,6.26,7.47,8.67,9.4,8.94,6.97,LOTUSEYE
Selling and admin,9.92,4.35,4.7,5.31,4.66,5.05,5.44,5.47,5.74,4.12,LOTUSEYE
Other Expenses,0.28,0.06,0.04,0.42,0.19,0.04,0.22,0.09,0.27,0.14,LOTUSEYE
Other Income,0.36,0.64,0.39,0.46,0.58,0.68,0.91,0.68,0.21,0.83,LOTUSEYE
Depreciation,4.14,3.73,3.54,4.76,4.44,3.44,3.37,3.06,2.5,2.33,LOTUSEYE
Interest,0.05,0.05,0.04,0.1,0.16,0.15,0.18,0.21,0.24,0.15,LOTUSEYE
Profit before tax,-2.24,0.46,0.1,-2.22,-0.03,0.42,1.7,0.63,1.45,1.99,LOTUSEYE
Tax,0.01,0.04,0.06,-0.24,-0.12,-0.03,-0.04,-0.08,0.39,0.42,LOTUSEYE
Net profit,-2.25,0.42,0.04,-1.98,0.1,0.44,1.75,0.71,1.06,1.57,LOTUSEYE
