Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,10.0,10.0,16.0,16.0,16.0,42.96,54.66,54.66,54.66,54.66,MASFIN
Reserves,32.86,43.71,59.54,85.02,118.4,236.51,719.2,855.16,926.24,1117.91,MASFIN
Borrowings,374.51,539.22,726.33,1010.0,1243.91,1116.71,1284.92,2019.65,2580.1,3293.83,MASFIN
Other Liabilities,174.19,178.64,275.77,376.76,435.89,627.98,638.9,774.08,1010.78,711.19,MASFIN
Total,591.56,771.57,1077.64,1487.78,1814.2,2024.16,2697.68,3703.55,4571.78,5177.59,MASFIN
Net Block,6.12,6.06,5.78,4.42,6.37,7.16,56.54,11.52,13.38,11.28,MASFIN
Capital Work in Progress,,,,0.1,,,,45.64,48.21,50.03,MASFIN
Investments,10.83,10.83,10.83,11.1,11.02,10.76,13.37,22.27,37.5,235.03,MASFIN
Other Assets,574.61,754.68,1061.03,1472.16,1796.81,2006.24,2627.77,3624.12,4472.69,4881.25,MASFIN
Total,591.56,771.57,1077.64,1487.78,1814.2,2024.16,2697.68,3703.55,4571.78,5177.59,MASFIN
Receivables,,,,,,,,,,,MASFIN
Inventory,,,,,,,,,,,MASFIN
Cash & Bank,140.74,174.9,184.73,217.33,175.38,36.68,48.18,368.56,1026.69,996.86,MASFIN
No. of Equity Shares,10000000.0,10000125.0,16000125.0,16000125.0,16000125.0,42956182.0,54662043.0,54662043.0,54662043.0,54662043.0,MASFIN
New Bonus Shares,,,6000000.0,,,24000188.0,,,,,MASFIN
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,MASFIN
