Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,81.33,85.59,101.31,120.06,107.6,175.12,177.85,227.47,187.65,200.1,DHARAMSI
Raw Material Cost,55.37,54.09,57.24,73.15,53.97,101.1,102.43,114.9,91.24,92.03,DHARAMSI
Change in Inventory,-0.32,-0.16,0.48,1.79,0.4,0.52,-0.57,1.25,1.78,2.01,DHARAMSI
Power and Fuel,5.79,6.47,6.74,5.4,5.32,7.61,9.11,11.22,13.65,13.99,DHARAMSI
Other Mfr. Exp,4.36,5.65,7.33,7.71,8.95,8.95,9.87,15.91,13.89,16.89,DHARAMSI
Employee Cost,5.63,5.54,6.55,6.35,7.84,12.9,14.32,12.88,17.16,16.79,DHARAMSI
Selling and admin,3.27,4.06,5.38,5.79,4.6,4.72,5.69,6.93,8.92,11.13,DHARAMSI
Other Expenses,4.53,5.3,3.09,3.95,11.19,10.72,13.0,13.42,16.72,15.78,DHARAMSI
Other Income,1.24,36.54,6.45,-1.23,0.43,0.53,0.88,0.92,6.23,7.74,DHARAMSI
Depreciation,4.86,5.1,3.47,2.44,2.26,3.72,4.19,4.51,6.16,6.82,DHARAMSI
Interest,2.42,2.51,2.38,1.85,1.16,5.02,3.97,2.77,2.03,2.4,DHARAMSI
Profit before tax,-3.98,33.25,16.06,13.98,13.14,21.43,15.58,47.1,25.89,34.02,DHARAMSI
Tax,,,,,1.17,4.42,3.32,1.05,-5.6,1.46,DHARAMSI
Net profit,-3.98,33.25,16.06,13.98,11.97,17.02,12.26,46.06,31.49,32.56,DHARAMSI
