Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,72.22,85.36,105.16,107.74,106.7,120.97,122.43,117.32,130.84,135.8,SHREERAMA
Raw Material Cost,38.43,46.0,57.67,60.89,52.41,64.15,69.57,67.49,66.32,74.12,SHREERAMA
Change in Inventory,2.5,2.03,0.74,0.52,-0.74,-1.3,2.66,1.35,0.4,-3.65,SHREERAMA
Power and Fuel,,8.79,9.19,9.84,9.97,10.14,10.8,10.13,10.85,9.08,SHREERAMA
Other Mfr. Exp,,7.99,9.16,9.98,3.82,4.83,5.6,5.66,6.14,7.56,SHREERAMA
Employee Cost,6.77,8.52,10.31,11.44,12.5,13.68,13.81,14.22,15.27,15.41,SHREERAMA
Selling and admin,,4.19,4.42,5.13,10.15,10.67,12.11,11.16,13.32,12.29,SHREERAMA
Other Expenses,20.95,4.96,54.01,1.97,2.1,2.19,2.5,1.92,2.19,1.75,SHREERAMA
Other Income,11.22,-7.91,106.51,2.51,14.83,1.28,0.71,0.32,5.48,0.05,SHREERAMA
Depreciation,24.06,21.95,21.22,15.9,13.69,12.04,10.87,9.03,8.96,7.68,SHREERAMA
Interest,1.87,5.03,6.33,6.35,6.99,6.83,4.58,3.83,2.96,0.88,SHREERAMA
Profit before tax,-6.14,-27.95,40.1,-10.73,9.16,-3.58,-4.04,-4.45,10.71,3.43,SHREERAMA
Tax,-6.54,-8.02,6.78,-2.55,-1.83,-1.45,-1.48,-1.42,-10.35,,SHREERAMA
Net profit,0.39,-19.93,33.32,-8.18,10.98,-2.13,-2.57,-3.03,21.06,3.43,SHREERAMA
