Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,38.57,38.57,38.57,38.57,41.84,41.84,41.84,41.86,41.88,41.9,HSCL
Reserves,859.41,862.94,795.65,788.57,879.1,1036.26,1414.48,1638.88,1609.63,1666.38,HSCL
Borrowings,1082.64,1242.49,1325.51,1088.64,858.45,754.13,660.16,476.47,504.9,719.09,HSCL
Other Liabilities,213.91,233.89,296.43,296.15,254.63,263.55,296.5,632.99,300.4,270.61,HSCL
Total,2194.53,2377.89,2456.16,2211.93,2034.02,2095.78,2412.98,2790.2,2456.81,2697.98,HSCL
Net Block,785.47,849.06,1139.48,1147.62,1100.84,1102.97,1099.17,1096.59,1388.71,1380.31,HSCL
Capital Work in Progress,271.87,315.97,55.93,10.19,27.33,9.36,17.68,126.43,158.38,159.61,HSCL
Investments,271.24,156.95,248.11,102.98,132.68,166.83,353.24,231.67,46.66,66.05,HSCL
Other Assets,865.95,1055.91,1012.64,951.14,773.17,816.62,942.89,1335.51,863.06,1092.01,HSCL
Total,2194.53,2377.89,2456.16,2211.93,2034.02,2095.78,2412.98,2790.2,2456.81,2697.98,HSCL
Receivables,238.44,241.2,353.22,315.66,199.87,215.61,269.89,366.04,299.58,461.45,HSCL
Inventory,306.51,403.61,372.04,359.33,315.01,392.07,415.2,538.91,331.49,334.82,HSCL
Cash & Bank,66.93,95.86,41.08,36.63,35.13,35.99,31.49,46.72,41.97,135.27,HSCL
No. of Equity Shares,385732570.0,385732570.0,385732570.0,385732570.0,418407867.0,418407867.0,418407867.0,418578745.0,418807782.0,418965278.0,HSCL
New Bonus Shares,,,,,,,,,,,HSCL
Face value,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,HSCL
