Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,282.57,296.01,318.35,344.89,360.67,416.34,447.45,493.99,481.01,415.42,RUCHIRA
Raw Material Cost,98.27,188.68,202.32,239.53,229.29,267.45,272.28,310.86,322.74,285.9,RUCHIRA
Change in Inventory,-1.19,-0.19,-0.99,3.64,-3.39,2.7,0.02,11.2,-5.29,-5.83,RUCHIRA
Power and Fuel,70.62,13.2,14.68,15.46,15.66,16.7,19.19,24.09,24.75,21.34,RUCHIRA
Other Mfr. Exp,54.05,21.58,24.25,24.63,29.39,30.16,32.6,34.58,28.98,27.36,RUCHIRA
Employee Cost,14.87,17.94,22.26,24.7,29.58,33.24,40.24,43.43,46.53,42.25,RUCHIRA
Selling and admin,4.9,4.96,6.83,6.49,7.69,9.24,9.6,10.23,9.45,8.44,RUCHIRA
Other Expenses,-1.71,-1.41,-1.77,-1.45,-1.8,-1.71,-0.62,-0.12,-0.8,-0.89,RUCHIRA
Other Income,1.47,1.75,1.85,1.3,1.2,0.99,3.82,1.49,1.65,0.59,RUCHIRA
Depreciation,10.65,10.99,11.68,9.58,9.5,10.59,11.97,13.09,13.72,13.79,RUCHIRA
Interest,19.8,16.93,13.54,10.45,7.4,7.92,7.72,8.1,6.86,5.81,RUCHIRA
Profit before tax,11.4,24.7,25.42,20.44,31.77,46.44,58.31,62.42,25.14,6.18,RUCHIRA
Tax,3.82,8.26,10.14,7.61,12.3,13.94,20.3,22.19,-2.24,1.18,RUCHIRA
Net profit,7.58,16.45,15.28,12.83,19.47,32.5,38.02,40.24,27.37,4.99,RUCHIRA
