Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,8495.84,9568.15,8630.4,8207.65,8690.51,6924.16,7536.59,8255.25,7726.39,6180.59,TATAPOWER
Raw Material Cost,,,,,,,,,,,TATAPOWER
Change in Inventory,,,,,,,,,,,TATAPOWER
Power and Fuel,5284.42,5868.66,4144.24,4095.0,3335.48,2809.35,3188.45,3625.29,3223.2,2690.68,TATAPOWER
Other Mfr. Exp,621.64,766.79,1076.16,1389.4,1277.54,830.74,876.12,779.35,755.43,822.33,TATAPOWER
Employee Cost,512.65,616.95,621.03,774.17,777.07,686.47,648.86,673.58,645.29,686.63,TATAPOWER
Selling and admin,285.45,286.61,297.62,224.1,241.39,200.15,193.53,180.19,161.24,156.63,TATAPOWER
Other Expenses,7.05,-2.42,200.51,38.76,98.02,420.76,354.08,2304.75,429.67,53.53,TATAPOWER
Other Income,983.46,720.33,655.67,1452.18,523.86,465.34,-3497.3,3662.12,-375.13,1439.29,TATAPOWER
Depreciation,570.35,364.1,587.14,575.29,604.46,605.0,663.21,632.7,685.75,668.89,TATAPOWER
Interest,514.87,684.41,868.21,1047.46,1146.12,1318.76,1431.38,1500.35,1510.38,1518.77,TATAPOWER
Profit before tax,1682.87,1703.38,1491.16,1515.65,1734.29,518.27,-3316.34,2221.16,-59.7,1022.42,TATAPOWER
Tax,513.14,678.69,537.08,505.36,379.3,120.73,-165.82,452.46,-207.82,100.97,TATAPOWER
Net profit,1169.73,1024.69,954.08,1010.29,1354.99,397.54,-3150.52,1768.7,148.12,921.45,TATAPOWER
