Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,104.8,TINPLATE
Reserves,389.46,394.92,428.59,444.16,518.1,517.49,571.92,606.31,655.95,741.3,TINPLATE
Borrowings,134.56,155.95,91.41,44.93,0.33,,,,13.68,13.38,TINPLATE
Other Liabilities,324.61,342.08,320.86,276.95,243.69,251.49,430.51,465.22,423.52,496.2,TINPLATE
Total,953.43,997.75,945.66,870.84,866.92,873.78,1107.23,1176.33,1197.95,1355.68,TINPLATE
Net Block,752.66,762.45,723.38,680.31,628.05,603.78,567.06,563.39,578.44,544.99,TINPLATE
Capital Work in Progress,36.38,11.63,26.11,17.34,43.45,24.23,43.44,42.47,23.19,15.36,TINPLATE
Investments,0.27,0.23,0.23,0.23,5.01,38.22,51.22,96.96,93.1,72.19,TINPLATE
Other Assets,164.12,223.44,195.94,172.96,190.41,207.55,445.51,473.51,503.22,723.14,TINPLATE
Total,953.43,997.75,945.66,870.84,866.92,873.78,1107.23,1176.33,1197.95,1355.68,TINPLATE
Receivables,40.49,83.77,59.48,35.2,50.9,82.35,97.94,125.15,69.66,75.6,TINPLATE
Inventory,52.55,61.85,65.92,67.28,82.82,64.92,193.71,211.22,322.78,269.08,TINPLATE
Cash & Bank,1.38,1.57,0.81,1.79,4.76,10.33,46.07,32.78,20.56,218.33,TINPLATE
No. of Equity Shares,104798038.0,104798038.0,104798038.0,104798038.0,104798038.0,104798038.0,104798038.0,104798038.0,104798038.0,104798038.0,TINPLATE
New Bonus Shares,,,,,,,,,,,TINPLATE
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,TINPLATE
