Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,2965.35,3407.1,3682.49,4681.2,4860.86,4850.75,5170.0,5971.0,5853.0,6337.0,MARICO
Raw Material Cost,1517.68,1654.26,1620.71,2398.86,2159.35,2128.32,2706.0,3142.0,2635.0,3241.0,MARICO
Change in Inventory,40.02,132.7,-24.15,94.87,-37.06,47.44,222.0,101.0,-138.0,-56.0,MARICO
Power and Fuel,7.78,33.82,28.18,29.11,28.31,26.46,30.0,33.0,33.0,22.0,MARICO
Other Mfr. Exp,407.52,473.33,536.85,612.14,620.58,615.62,625.0,690.0,697.0,624.0,MARICO
Employee Cost,126.63,156.65,173.23,198.46,229.51,252.74,274.0,307.0,308.0,374.0,MARICO
Selling and admin,536.52,675.99,719.22,845.21,802.84,849.72,780.0,820.0,859.0,773.0,MARICO
Other Expenses,1.11,22.3,21.57,16.77,154.04,68.78,62.0,70.0,63.0,93.0,MARICO
Other Income,50.98,95.35,235.33,127.24,190.56,261.86,114.0,301.0,287.0,286.0,MARICO
Depreciation,31.49,33.13,46.2,54.75,68.82,64.1,67.0,104.0,113.0,107.0,MARICO
Interest,28.34,43.68,30.43,16.97,15.17,12.59,8.0,24.0,33.0,22.0,MARICO
Profit before tax,399.28,541.99,717.28,731.04,935.74,1141.72,954.0,1183.0,1261.0,1311.0,MARICO
Tax,62.69,112.9,140.06,185.87,244.48,299.02,236.0,54.0,254.0,205.0,MARICO
Net profit,336.59,429.09,577.22,545.17,691.26,842.7,718.0,1129.0,1007.0,1106.0,MARICO
