Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,6.9,6.9,7.77,7.77,8.48,8.48,8.48,8.48,8.48,8.48,SOMANYCERA
Reserves,117.12,143.86,212.74,246.24,411.28,500.08,551.25,583.61,575.27,622.34,SOMANYCERA
Borrowings,166.77,161.93,151.94,168.63,189.04,247.6,288.67,283.98,311.4,251.2,SOMANYCERA
Other Liabilities,234.43,304.86,343.08,322.48,348.24,356.62,428.04,417.3,257.42,316.39,SOMANYCERA
Total,525.22,617.55,715.53,745.12,957.04,1112.78,1276.44,1293.37,1152.57,1198.41,SOMANYCERA
Net Block,190.67,199.53,215.82,235.9,306.66,311.92,381.85,383.67,436.65,426.86,SOMANYCERA
Capital Work in Progress,3.3,9.38,2.7,0.81,5.55,10.71,5.07,12.73,4.72,4.15,SOMANYCERA
Investments,5.95,9.2,58.77,50.72,123.73,166.98,164.97,132.23,97.9,156.51,SOMANYCERA
Other Assets,325.3,399.44,438.24,457.69,521.1,623.17,724.55,764.74,613.3,610.89,SOMANYCERA
Total,525.22,617.55,715.53,745.12,957.04,1112.78,1276.44,1293.37,1152.57,1198.41,SOMANYCERA
Receivables,138.84,174.35,213.02,253.47,312.09,405.25,475.3,410.08,273.01,224.61,SOMANYCERA
Inventory,98.51,118.65,85.75,127.26,121.2,131.88,156.52,162.06,191.95,136.11,SOMANYCERA
Cash & Bank,22.03,25.23,32.67,14.58,14.69,8.24,4.45,29.57,8.43,137.17,SOMANYCERA
No. of Equity Shares,34497000.0,34497000.0,38844826.0,38844826.0,42379426.0,42379426.0,42379426.0,42379426.0,42379426.0,42379426.0,SOMANYCERA
New Bonus Shares,,,,,,,,,,,SOMANYCERA
Face value,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,SOMANYCERA
