Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,61.84,61.84,61.84,61.84,63.11,63.11,63.11,63.11,92.16,92.16,TATACONSUM
Reserves,2148.27,2256.45,2511.41,2438.54,3373.57,3721.44,4150.24,4380.57,10757.85,11131.94,TATACONSUM
Borrowings,366.85,508.6,456.51,477.5,435.28,32.26,84.25,4.53,180.51,244.24,TATACONSUM
Other Liabilities,588.62,613.32,664.28,677.8,547.43,598.73,594.57,556.24,1019.91,1963.42,TATACONSUM
Total,3165.58,3440.21,3694.04,3655.68,4419.39,4415.54,4892.17,5004.45,12050.43,13431.76,TATACONSUM
Net Block,140.09,146.68,152.9,193.34,198.55,214.48,227.47,242.55,6452.54,6571.35,TATACONSUM
Capital Work in Progress,2.69,3.77,9.06,11.27,10.1,11.5,12.65,17.25,28.15,62.9,TATACONSUM
Investments,2205.7,2225.14,2405.66,2231.86,2798.53,2971.67,2821.26,2816.33,3049.42,2892.96,TATACONSUM
Other Assets,817.1,1064.62,1126.42,1219.21,1412.21,1217.89,1830.79,1928.32,2520.32,3904.55,TATACONSUM
Total,3165.58,3440.21,3694.04,3655.68,4419.39,4415.54,4892.17,5004.45,12050.43,13431.76,TATACONSUM
Receivables,90.64,109.11,114.87,93.62,109.7,99.62,136.66,181.92,314.17,257.23,TATACONSUM
Inventory,453.47,651.56,635.92,819.27,890.0,764.19,744.4,846.91,919.95,1408.37,TATACONSUM
Cash & Bank,17.47,50.52,7.88,21.01,65.87,20.78,535.27,472.95,737.77,1613.69,TATACONSUM
No. of Equity Shares,618398570.0,618398570.0,618398570.0,618398570.0,631129729.0,631129729.0,631129729.0,631129729.0,921551715.0,921551715.0,TATACONSUM
New Bonus Shares,,,,,,,,,,,TATACONSUM
Face value,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,TATACONSUM
