Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,225.53,269.13,293.75,313.62,355.79,375.9,397.21,440.33,444.43,249.18,PHOENIXLTD
Raw Material Cost,,,,,,,,,,,PHOENIXLTD
Change in Inventory,,,,,,,,,,,PHOENIXLTD
Power and Fuel,30.79,41.82,36.21,41.15,44.95,43.9,44.93,46.94,46.22,19.01,PHOENIXLTD
Other Mfr. Exp,6.16,6.75,6.38,8.92,10.9,10.72,13.86,19.09,21.7,19.55,PHOENIXLTD
Employee Cost,8.86,8.47,7.93,9.12,11.66,14.07,17.27,24.46,23.58,12.83,PHOENIXLTD
Selling and admin,31.36,27.95,40.47,43.88,32.7,38.46,48.08,57.28,64.42,41.38,PHOENIXLTD
Other Expenses,7.43,5.61,9.68,7.38,39.06,14.9,20.83,23.84,29.31,22.82,PHOENIXLTD
Other Income,44.77,56.53,80.0,12.43,93.24,20.06,52.68,62.56,41.23,287.5,PHOENIXLTD
Depreciation,28.29,27.54,25.44,31.05,29.31,30.07,40.29,44.2,46.31,42.38,PHOENIXLTD
Interest,16.64,26.58,44.42,70.68,68.98,81.31,74.51,77.79,75.81,62.46,PHOENIXLTD
Profit before tax,140.77,180.94,203.22,113.87,211.47,162.53,190.12,209.29,178.31,316.25,PHOENIXLTD
Tax,35.43,47.06,50.67,52.02,61.87,28.99,35.28,36.21,30.74,24.0,PHOENIXLTD
Net profit,105.34,133.88,152.56,61.85,149.6,133.55,154.83,173.09,147.56,292.26,PHOENIXLTD
