Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,376.35,421.6,477.45,499.32,525.8,607.56,704.13,793.46,744.73,403.88,KUANTUM
Raw Material Cost,125.79,119.96,155.73,164.2,189.59,190.02,203.22,247.02,246.26,123.73,KUANTUM
Change in Inventory,-0.57,-0.04,1.84,0.58,-0.94,0.6,-1.32,1.86,6.83,-7.98,KUANTUM
Power and Fuel,77.56,87.02,93.53,93.58,90.9,87.62,109.88,128.88,119.83,80.31,KUANTUM
Other Mfr. Exp,96.28,121.64,109.77,131.75,125.05,150.83,168.07,181.87,178.73,89.03,KUANTUM
Employee Cost,19.75,23.31,26.83,28.13,32.61,39.06,44.66,54.12,62.53,55.98,KUANTUM
Selling and admin,3.85,3.08,7.32,8.81,15.84,16.74,17.07,15.74,8.08,6.78,KUANTUM
Other Expenses,9.1,7.04,10.6,9.47,5.55,6.24,11.51,11.29,16.7,10.3,KUANTUM
Other Income,1.7,0.94,2.75,1.48,1.03,3.07,3.46,8.85,8.63,1.46,KUANTUM
Depreciation,15.42,15.7,18.54,12.83,13.56,15.36,19.42,25.13,31.7,34.83,KUANTUM
Interest,24.25,23.49,22.41,20.92,19.91,21.12,25.33,29.24,31.17,28.23,KUANTUM
Profit before tax,5.48,21.26,37.31,31.69,32.88,84.24,107.11,110.88,65.19,-31.83,KUANTUM
Tax,1.76,8.45,3.77,6.65,8.35,24.93,34.23,32.95,-6.61,-19.1,KUANTUM
Net profit,3.72,12.81,33.55,25.04,24.52,59.3,72.89,77.94,71.81,-12.73,KUANTUM
