Report Date,2019-06-30 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,Company_Name
Sales,0.09,0.8,0.28,0.68,0.35,0.35,0.35,0.36,0.37,0.91,3PLAND
Expenses,0.15,0.13,0.09,0.14,0.06,0.16,0.12,0.08,0.08,0.1,3PLAND
Other Income,-0.14,0.12,3.68,,,,,,,,3PLAND
Depreciation,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.01,0.02,0.02,3PLAND
Interest,0.05,0.08,,,,,,,,,3PLAND
Profit before tax,-0.29,0.67,3.83,0.5,0.25,0.15,0.19,0.27,0.27,0.79,3PLAND
Tax,,,0.96,-0.66,0.04,0.03,0.03,0.13,0.07,0.2,3PLAND
Net profit,-0.28,0.68,2.87,1.16,0.21,0.13,0.17,0.13,0.2,0.59,3PLAND
Operating Profit,-0.06,0.67,0.19,0.54,0.29,0.19,0.23,0.28,0.29,0.81,3PLAND
