Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Cash from Operating Activity,41.92,-15.66,163.25,-0.37,206.0,87.52,-25.94,193.96,200.33,271.15,DAAWAT
Cash from Investing Activity,-25.97,-20.66,-21.33,-35.59,-10.95,-12.89,-68.38,-93.57,-0.33,-35.78,DAAWAT
Cash from Financing Activity,-19.32,32.21,-138.09,30.75,-191.97,-77.89,92.14,-99.13,-200.96,-233.9,DAAWAT
Net Cash Flow,-3.37,-4.11,3.83,-5.22,3.08,-3.25,-2.18,1.26,-0.95,1.47,DAAWAT
