Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,290.7,311.15,366.82,356.31,368.01,405.5,358.54,311.16,299.14,330.51,ANDREWYU
Raw Material Cost,109.49,84.22,106.69,147.27,128.27,156.23,119.08,94.18,88.01,88.31,ANDREWYU
Change in Inventory,-5.12,-2.12,3.71,3.4,4.41,-1.28,4.2,-1.85,0.2,-2.48,ANDREWYU
Power and Fuel,16.67,22.16,23.7,25.18,26.88,25.13,24.96,25.71,27.29,23.3,ANDREWYU
Other Mfr. Exp,10.43,31.26,40.52,17.15,19.4,11.93,12.87,9.75,12.15,10.99,ANDREWYU
Employee Cost,100.38,122.43,127.95,138.35,155.3,158.11,160.94,163.8,176.75,181.86,ANDREWYU
Selling and admin,20.1,21.86,25.64,25.95,28.17,21.44,23.78,19.32,16.63,12.86,ANDREWYU
Other Expenses,10.01,7.66,14.9,20.75,10.73,19.53,12.65,14.44,15.57,11.55,ANDREWYU
Other Income,14.34,10.55,10.58,45.83,21.84,42.08,27.63,41.43,30.83,30.54,ANDREWYU
Depreciation,4.26,4.49,4.49,6.26,6.67,6.81,6.56,6.88,6.58,6.67,ANDREWYU
Interest,16.58,11.49,11.79,10.73,9.56,8.62,5.96,6.15,8.45,8.32,ANDREWYU
Profit before tax,12.0,14.01,25.43,13.9,9.28,38.5,23.57,10.51,-21.26,14.71,ANDREWYU
Tax,0.15,2.65,3.14,0.93,0.92,5.9,6.46,1.81,-0.73,-6.49,ANDREWYU
Net profit,11.85,11.35,22.29,12.96,8.35,32.6,17.12,8.7,-20.52,21.2,ANDREWYU
