Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,163.94,143.17,111.8,118.14,121.08,131.78,174.94,190.44,125.52,150.08,LOKESHMACH
Raw Material Cost,90.59,65.6,51.3,49.87,65.49,68.19,93.18,98.21,62.6,72.48,LOKESHMACH
Change in Inventory,12.31,4.61,8.67,0.02,3.83,4.03,0.14,-0.04,2.51,-0.03,LOKESHMACH
Power and Fuel,7.21,8.84,6.32,5.1,5.92,6.08,7.03,6.85,5.82,5.63,LOKESHMACH
Other Mfr. Exp,9.93,7.74,6.19,7.21,6.88,8.45,10.09,14.46,10.3,10.75,LOKESHMACH
Employee Cost,27.59,24.59,23.09,21.99,24.8,27.84,30.48,33.16,31.45,28.74,LOKESHMACH
Selling and admin,9.15,7.51,6.11,6.59,7.05,7.76,8.51,9.57,7.0,6.32,LOKESHMACH
Other Expenses,0.99,2.0,0.65,0.58,0.67,-10.31,-2.79,-3.11,-1.23,0.83,LOKESHMACH
Other Income,5.26,0.46,2.27,2.57,12.19,0.35,0.84,0.95,0.43,0.93,LOKESHMACH
Depreciation,8.46,9.61,8.97,8.68,7.41,8.18,8.17,9.13,8.9,8.34,LOKESHMACH
Interest,15.12,20.84,19.05,18.18,15.36,16.66,14.09,12.9,11.75,12.47,LOKESHMACH
Profit before tax,12.47,1.51,1.06,2.53,3.52,3.31,7.16,10.18,-8.13,5.42,LOKESHMACH
Tax,4.87,0.44,0.6,1.79,1.39,1.2,2.45,3.42,-3.44,1.46,LOKESHMACH
Net profit,7.6,1.06,0.46,0.75,2.14,2.11,4.7,6.77,-4.68,3.96,LOKESHMACH
