Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,3.07,3.07,3.07,3.07,3.07,3.07,3.07,3.07,3.07,3.07,REVATHI
Reserves,139.24,137.31,116.11,114.51,137.85,152.23,146.43,155.75,167.97,179.62,REVATHI
Borrowings,92.27,80.48,74.96,67.54,84.11,30.88,26.31,0.12,16.81,33.26,REVATHI
Other Liabilities,39.63,31.77,27.02,31.21,23.74,24.47,15.92,18.02,27.3,54.42,REVATHI
Total,274.21,252.63,221.16,216.33,248.77,210.65,191.73,176.96,215.15,270.37,REVATHI
Net Block,22.66,21.21,18.94,17.94,17.83,20.03,19.82,20.78,21.46,22.08,REVATHI
Capital Work in Progress,,,,,,,,,,,REVATHI
Investments,92.61,112.01,107.73,107.73,104.35,87.73,87.73,87.73,114.68,125.6,REVATHI
Other Assets,158.94,119.41,94.49,90.66,126.59,102.89,84.18,68.45,79.01,122.69,REVATHI
Total,274.21,252.63,221.16,216.33,248.77,210.65,191.73,176.96,215.15,270.37,REVATHI
Receivables,58.84,41.49,36.71,37.32,88.13,51.54,28.81,35.33,32.52,43.73,REVATHI
Inventory,54.73,48.78,37.53,35.44,22.1,15.2,26.54,13.16,22.77,45.97,REVATHI
Cash & Bank,6.3,5.46,3.14,3.47,5.32,9.02,10.22,7.86,8.05,2.44,REVATHI
No. of Equity Shares,3066943.0,3066943.0,3066943.0,3066943.0,3066943.0,3066943.0,3066943.0,3066943.0,3066943.0,3066943.0,REVATHI
New Bonus Shares,,,,,,,,,,,REVATHI
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,REVATHI
