Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,207.3,240.49,273.22,271.55,255.36,235.67,262.57,273.84,237.68,225.97,PIONEEREMB
Raw Material Cost,136.66,155.95,170.45,163.15,140.31,139.68,154.65,161.39,132.81,112.16,PIONEEREMB
Change in Inventory,-0.87,1.24,-5.52,3.97,-5.29,6.65,-1.88,-0.4,-0.28,-2.26,PIONEEREMB
Power and Fuel,13.57,16.63,19.02,19.94,20.19,19.66,21.28,19.43,18.13,17.75,PIONEEREMB
Other Mfr. Exp,12.46,15.68,15.6,16.7,16.82,7.25,13.45,10.62,8.96,8.91,PIONEEREMB
Employee Cost,19.57,21.97,24.63,30.28,30.82,32.83,33.87,34.05,32.02,29.39,PIONEEREMB
Selling and admin,10.77,11.43,19.01,15.02,14.91,20.4,23.28,23.82,21.72,24.27,PIONEEREMB
Other Expenses,16.34,5.18,0.01,5.24,5.51,5.76,4.39,4.53,4.46,3.66,PIONEEREMB
Other Income,26.37,-1.78,1.76,6.24,18.48,2.21,2.33,0.92,3.83,1.87,PIONEEREMB
Depreciation,12.13,12.66,10.99,17.3,14.12,8.19,8.53,8.74,8.71,8.16,PIONEEREMB
Interest,15.4,15.32,16.67,12.01,9.41,10.63,9.42,7.65,6.14,4.47,PIONEEREMB
Profit before tax,-4.1,-14.87,-6.92,2.12,16.46,0.13,-5.85,4.13,8.28,16.81,PIONEEREMB
Tax,-0.38,18.51,,,,,,,,-2.86,PIONEEREMB
Net profit,-3.72,-33.38,-6.92,2.12,16.46,0.13,-5.85,4.13,8.28,19.67,PIONEEREMB
