Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,17.85,22.69,22.69,25.38,31.5,37.14,47.27,48.53,51.71,66.47,SATIN
Reserves,62.1,100.96,115.75,168.11,292.51,600.08,826.79,1087.54,1401.06,1424.58,SATIN
Borrowings,215.52,589.8,908.64,1630.07,2748.32,3855.35,5150.89,5235.06,5409.08,6025.63,SATIN
Other Liabilities,21.04,31.74,68.68,187.15,231.1,256.29,237.61,324.42,292.38,357.83,SATIN
Total,316.51,745.19,1115.76,2010.71,3303.43,4748.86,6262.56,6695.55,7154.23,7874.51,SATIN
Net Block,4.23,4.26,5.42,6.06,14.08,37.76,39.22,45.37,56.19,93.67,SATIN
Capital Work in Progress,3.74,4.04,6.57,8.36,7.21,12.18,16.23,16.34,34.14,3.65,SATIN
Investments,0.69,0.69,0.06,0.06,0.06,70.29,148.56,421.89,513.33,283.18,SATIN
Other Assets,307.85,736.2,1103.71,1996.23,3282.08,4628.63,6058.55,6211.95,6550.57,7494.01,SATIN
Total,316.51,745.19,1115.76,2010.71,3303.43,4748.86,6262.56,6695.55,7154.23,7874.51,SATIN
Receivables,190.49,453.26,778.94,0.47,1.59,0.01,0.19,6.52,6.13,14.61,SATIN
Inventory,,,,,,,,,,,SATIN
Cash & Bank,83.4,205.25,215.22,348.68,709.77,1107.93,1083.2,1697.84,1761.66,1862.64,SATIN
No. of Equity Shares,17869827.0,23240151.0,23240151.0,25398685.0,31521318.0,37165987.0,47292069.0,48553667.0,51735744.0,71617583.0,SATIN
New Bonus Shares,,,,,,,,,,,SATIN
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,SATIN
