Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,72.42,342.33,342.33,342.87,342.87,342.87,342.87,342.87,342.87,342.87,TV18BRDCST
Reserves,704.99,3072.23,3131.22,3146.13,3254.75,3354.27,2344.13,2420.52,2435.32,2525.59,TV18BRDCST
Borrowings,707.32,238.0,191.11,232.06,222.51,236.69,423.02,864.83,834.77,774.32,TV18BRDCST
Other Liabilities,183.75,170.63,126.6,149.35,363.77,209.4,320.99,293.12,544.85,451.74,TV18BRDCST
Total,1668.48,3823.19,3791.26,3870.41,4183.9,4143.23,3431.01,3921.34,4157.81,4094.52,TV18BRDCST
Net Block,127.5,115.32,110.04,44.24,43.67,87.58,1067.66,1057.31,1133.17,1092.18,TV18BRDCST
Capital Work in Progress,0.28,0.06,,0.13,11.47,0.92,0.04,13.65,1.13,1.12,TV18BRDCST
Investments,1050.81,1267.05,3258.46,3272.63,3337.7,3392.33,1414.57,1397.95,1398.96,1401.65,TV18BRDCST
Other Assets,489.89,2440.76,422.76,553.41,791.06,662.4,948.74,1452.43,1624.55,1599.57,TV18BRDCST
Total,1668.48,3823.19,3791.26,3870.41,4183.9,4143.23,3431.01,3921.34,4157.81,4094.52,TV18BRDCST
Receivables,253.72,187.13,169.04,162.94,180.47,180.27,275.0,331.6,504.7,480.62,TV18BRDCST
Inventory,0.04,,,,,,,,,,TV18BRDCST
Cash & Bank,31.22,120.56,39.23,18.28,13.1,7.44,2.58,4.65,8.66,124.63,TV18BRDCST
No. of Equity Shares,362130907.0,1711708789.0,1711708789.0,1714409196.0,1714409196.0,1714409196.0,1714360160.0,1714360160.0,1714360160.0,1714360160.0,TV18BRDCST
New Bonus Shares,,,,,,,,,,,TV18BRDCST
Face value,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,TV18BRDCST
