Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,183.21,194.89,102.02,74.32,67.3,66.86,95.22,111.58,111.44,118.55,NETWORK18
Raw Material Cost,13.03,2.49,4.65,2.06,2.01,1.66,2.02,2.35,3.22,0.94,NETWORK18
Change in Inventory,,,,,,,,,,,NETWORK18
Power and Fuel,3.08,3.24,2.16,1.48,1.07,1.3,1.94,0.65,0.73,0.8,NETWORK18
Other Mfr. Exp,5.09,16.1,11.07,17.84,15.14,5.78,31.18,40.21,46.97,33.49,NETWORK18
Employee Cost,101.61,94.1,63.06,34.32,43.88,56.35,76.66,97.75,95.92,74.56,NETWORK18
Selling and admin,172.62,115.78,82.96,32.17,37.86,56.59,40.89,63.76,39.25,28.49,NETWORK18
Other Expenses,20.07,102.42,36.1,9.79,8.57,0.14,10.81,6.25,7.46,12.68,NETWORK18
Other Income,80.58,226.78,85.0,-602.23,24.8,15.21,88.81,-411.68,-254.21,8.83,NETWORK18
Depreciation,8.82,10.59,8.03,4.45,5.83,8.53,7.89,7.28,7.23,6.65,NETWORK18
Interest,130.68,106.86,53.93,57.53,52.83,70.37,85.97,116.02,127.76,102.51,NETWORK18
Profit before tax,-191.21,-29.91,-74.94,-687.55,-75.09,-118.65,-73.33,-634.37,-471.31,-132.74,NETWORK18
Tax,0.72,,,,,0.04,0.22,0.28,0.5,,NETWORK18
Net profit,-191.93,-29.91,-74.94,-687.55,-75.09,-118.69,-73.55,-634.65,-471.81,-132.74,NETWORK18
