Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,39.81,39.81,39.81,39.81,51.31,51.31,51.31,51.31,51.31,51.31,PNCINFRA
Reserves,453.6,526.61,589.18,678.63,1327.06,1520.86,1755.39,2063.89,2495.29,2857.16,PNCINFRA
Borrowings,270.78,253.53,274.67,353.03,11.89,169.14,169.71,374.73,326.57,399.24,PNCINFRA
Other Liabilities,269.47,297.51,376.29,506.21,499.78,652.44,810.04,1225.64,1537.08,1549.16,PNCINFRA
Total,1033.66,1117.46,1279.95,1577.68,1890.04,2393.75,2786.45,3715.57,4410.25,4856.87,PNCINFRA
Net Block,110.81,113.54,152.84,210.48,212.52,347.89,406.41,615.49,588.05,655.75,PNCINFRA
Capital Work in Progress,5.78,12.28,1.58,6.97,1.87,7.82,11.14,6.21,,3.42,PNCINFRA
Investments,167.25,271.21,350.99,423.54,464.36,467.57,494.79,573.03,735.5,846.98,PNCINFRA
Other Assets,749.82,720.43,774.54,936.69,1211.29,1570.47,1874.11,2520.84,3086.7,3350.72,PNCINFRA
Total,1033.66,1117.46,1279.95,1577.68,1890.04,2393.75,2786.45,3715.57,4410.25,4856.87,PNCINFRA
Receivables,415.68,398.14,343.56,366.74,376.3,630.86,689.99,615.43,803.52,839.25,PNCINFRA
Inventory,148.39,105.14,104.83,222.53,236.38,153.48,175.75,403.55,267.29,353.59,PNCINFRA
Cash & Bank,37.97,38.18,99.91,21.16,97.05,35.49,147.29,309.42,740.05,768.25,PNCINFRA
No. of Equity Shares,39807833.0,39807833.0,39807833.0,39807833.0,256539165.0,256539165.0,256539165.0,256539165.0,256539165.0,256539165.0,PNCINFRA
New Bonus Shares,,,,,,,,,,,PNCINFRA
Face value,10.0,10.0,10.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,PNCINFRA
