Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,1512.36,1514.73,1516.29,1592.78,1594.02,1595.94,1596.35,1596.36,1596.36,1596.36,IDFC
Reserves,10627.61,11942.58,13192.66,15336.74,7994.71,8054.35,8164.24,8182.38,7659.2,7664.74,IDFC
Borrowings,46428.78,53630.06,55671.62,66251.53,,199.7,,,37.76,35.33,IDFC
Other Liabilities,2137.22,2906.88,3383.76,3338.75,31.06,28.47,62.65,41.97,38.56,7.35,IDFC
Total,60705.97,69994.25,73764.33,86519.8,9619.79,9878.46,9823.24,9820.71,9331.88,9303.78,IDFC
Net Block,314.19,291.66,277.67,359.15,65.73,61.85,56.77,51.93,38.15,0.23,IDFC
Capital Work in Progress,0.16,,0.9,13.69,,,,,,,IDFC
Investments,8485.71,11272.4,11198.88,30486.89,9229.18,9383.44,9732.6,9722.44,9285.96,9295.27,IDFC
Other Assets,51905.91,58430.19,62286.88,55660.07,324.88,433.17,33.87,46.34,7.77,8.28,IDFC
Total,60705.97,69994.25,73764.33,86519.8,9619.79,9878.46,9823.24,9820.71,9331.88,9303.78,IDFC
Receivables,371.46,50.76,643.1,26.08,0.13,0.16,,,,,IDFC
Inventory,,,,,,,,,,,IDFC
Cash & Bank,589.82,127.52,217.46,181.35,226.64,401.22,3.53,2.67,2.17,3.99,IDFC
No. of Equity Shares,1512362768.0,1514727629.0,1516286300.0,1592780866.0,1594020668.0,1595941570.0,1596354566.0,1596358316.0,1596358316.0,1596358316.0,IDFC
New Bonus Shares,,,,,,,,,,,IDFC
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,IDFC
