Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1245.35,1488.32,873.67,791.14,728.7,657.74,643.41,491.92,538.47,166.94,ESSARSHPNG
Raw Material Cost,,,,,,,,,,,ESSARSHPNG
Change in Inventory,,,,,,,,,,,ESSARSHPNG
Power and Fuel,217.14,332.48,232.32,178.64,100.93,127.95,173.18,104.71,108.27,40.82,ESSARSHPNG
Other Mfr. Exp,471.27,684.71,357.1,301.59,302.26,198.81,200.18,191.69,192.99,44.9,ESSARSHPNG
Employee Cost,90.73,110.9,113.92,107.63,105.76,103.29,94.28,65.43,55.4,52.62,ESSARSHPNG
Selling and admin,24.99,20.37,19.98,26.65,14.51,8.81,14.74,18.62,28.17,6.06,ESSARSHPNG
Other Expenses,,1.36,,32.61,,,5.79,37.13,18.86,4.86,ESSARSHPNG
Other Income,59.51,17.72,137.91,207.76,96.79,132.92,284.45,-1356.88,-2766.89,9.74,ESSARSHPNG
Depreciation,136.36,139.01,185.56,143.96,153.69,137.14,125.04,103.33,110.35,112.53,ESSARSHPNG
Interest,266.9,307.26,322.93,286.32,342.65,352.63,265.24,206.17,209.87,212.16,ESSARSHPNG
Profit before tax,97.47,-90.05,-220.23,-78.5,-194.31,-137.97,49.41,-1592.04,-2952.33,-297.27,ESSARSHPNG
Tax,1.65,3.2,8.92,4.5,3.39,2.65,3.24,1.45,1.11,0.62,ESSARSHPNG
Net profit,95.82,-93.25,-229.15,-83.0,-197.7,-140.62,46.17,-1593.49,-2953.44,-297.89,ESSARSHPNG
