Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,25.32,25.32,25.32,25.32,25.32,25.32,25.32,25.32,25.32,25.32,LCCINFOTEC
Reserves,35.07,34.25,34.11,33.99,33.86,33.78,33.75,33.73,33.71,32.21,LCCINFOTEC
Borrowings,0.1,0.09,0.2,0.3,0.5,0.46,1.26,,1.71,2.7,LCCINFOTEC
Other Liabilities,1.42,0.66,0.86,0.92,1.45,1.78,1.96,3.18,2.09,1.91,LCCINFOTEC
Total,61.91,60.32,60.49,60.53,61.13,61.34,62.29,62.23,62.83,62.14,LCCINFOTEC
Net Block,2.53,2.43,2.38,2.26,2.14,2.21,2.18,2.09,1.99,1.91,LCCINFOTEC
Capital Work in Progress,,,,,,,,,,,LCCINFOTEC
Investments,20.34,20.34,20.19,20.19,20.19,20.16,20.16,19.87,19.63,19.33,LCCINFOTEC
Other Assets,39.04,37.55,37.92,38.08,38.8,38.97,39.95,40.27,41.21,40.9,LCCINFOTEC
Total,61.91,60.32,60.49,60.53,61.13,61.34,62.29,62.23,62.83,62.14,LCCINFOTEC
Receivables,17.2,16.51,17.02,17.44,18.52,18.5,19.43,19.94,20.95,20.34,LCCINFOTEC
Inventory,0.96,0.08,0.13,0.11,0.11,0.09,0.1,,,,LCCINFOTEC
Cash & Bank,0.16,0.18,0.29,0.48,0.4,0.55,0.55,0.39,0.34,0.4,LCCINFOTEC
No. of Equity Shares,126593350.0,126593350.0,126593350.0,126593350.0,126593350.0,126593350.0,126593350.0,126593350.0,126593350.0,126593350.0,LCCINFOTEC
New Bonus Shares,,,,,,,,,,,LCCINFOTEC
Face value,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,LCCINFOTEC
