Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,102.91,102.91,124.11,166.68,167.09,167.09,167.09,167.09,167.09,167.09,SNOWMAN
Reserves,5.81,25.52,97.2,251.45,266.41,261.58,258.19,267.95,252.6,252.75,SNOWMAN
Borrowings,,95.0,146.15,90.4,146.12,138.27,131.24,93.11,200.57,220.42,SNOWMAN
Other Liabilities,12.47,19.85,20.97,39.71,42.52,31.22,33.26,33.55,21.41,26.51,SNOWMAN
Total,121.19,243.28,388.43,548.24,622.14,598.16,589.78,561.7,641.67,666.77,SNOWMAN
Net Block,74.36,157.41,250.0,336.57,441.1,447.91,444.11,413.32,506.6,460.99,SNOWMAN
Capital Work in Progress,10.52,32.05,42.43,22.97,26.7,4.57,0.79,0.2,0.14,20.37,SNOWMAN
Investments,,,,,0.08,,,,,,SNOWMAN
Other Assets,36.31,53.82,96.0,188.7,154.26,145.68,144.88,148.18,134.93,185.41,SNOWMAN
Total,121.19,243.28,388.43,548.24,622.14,598.16,589.78,561.7,641.67,666.77,SNOWMAN
Receivables,12.68,25.64,39.48,48.18,56.23,35.28,44.36,51.71,55.55,52.48,SNOWMAN
Inventory,0.05,,,,,,,,,,SNOWMAN
Cash & Bank,14.06,7.33,16.09,83.73,21.11,19.12,9.6,2.44,2.02,43.8,SNOWMAN
No. of Equity Shares,102907000.0,102910000.0,124105857.0,166676495.0,167087995.0,167087995.0,167087995.0,167087995.0,167087995.0,167087995.0,SNOWMAN
New Bonus Shares,,,,,,,,,,,SNOWMAN
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,SNOWMAN
