Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,103.38,154.28,154.32,92.88,,22.59,18.06,20.72,15.16,15.06,SMARTLINK
Raw Material Cost,63.1,89.35,131.16,60.27,,,,,,,SMARTLINK
Change in Inventory,17.46,-7.1,9.54,-14.11,,,,,,,SMARTLINK
Power and Fuel,1.27,1.4,1.38,1.33,0.57,0.34,0.07,0.24,0.56,0.6,SMARTLINK
Other Mfr. Exp,6.32,6.93,8.06,5.03,0.44,1.49,0.36,0.52,0.49,0.65,SMARTLINK
Employee Cost,25.88,26.18,24.4,21.95,6.6,4.51,1.87,2.37,3.2,2.97,SMARTLINK
Selling and admin,20.39,23.07,17.27,13.01,2.7,3.41,2.06,3.79,3.36,1.99,SMARTLINK
Other Expenses,3.82,1.76,18.8,1.8,26.59,2.75,0.74,37.58,15.17,0.55,SMARTLINK
Other Income,471.89,3.42,34.98,41.37,52.35,4.71,2.83,0.03,-4.21,0.26,SMARTLINK
Depreciation,4.3,3.89,3.7,3.27,1.38,1.2,1.28,1.23,1.43,1.37,SMARTLINK
Interest,0.05,0.07,0.01,,0.05,0.15,0.07,0.2,0.39,0.28,SMARTLINK
Profit before tax,467.6,-2.05,-5.94,13.48,14.02,13.45,14.44,-25.18,-13.65,6.91,SMARTLINK
Tax,101.15,-0.03,-3.85,0.27,9.64,8.27,3.43,3.16,-0.5,1.89,SMARTLINK
Net profit,366.45,-2.02,-2.09,13.21,4.38,5.17,11.0,-28.33,-13.14,5.02,SMARTLINK
