Report Date,2012-09-30 00:00:00,2013-09-30 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,2246.06,1054.02,659.86,1829.21,1862.21,1969.85,2734.77,3456.12,2836.36,2526.79,ELECTHERM
Raw Material Cost,1657.71,765.75,498.36,1397.31,1249.68,1344.97,1984.39,2500.01,1981.5,1697.38,ELECTHERM
Change in Inventory,-160.66,-14.62,-195.25,-126.0,-37.11,83.05,31.5,70.63,4.91,6.51,ELECTHERM
Power and Fuel,170.49,65.4,44.73,102.03,108.05,134.06,92.47,114.25,107.41,94.5,ELECTHERM
Other Mfr. Exp,203.08,117.62,70.81,199.92,190.86,229.24,220.22,279.94,265.21,221.15,ELECTHERM
Employee Cost,121.51,67.27,37.54,88.12,103.41,120.04,136.93,156.84,147.11,130.44,ELECTHERM
Selling and admin,91.52,47.92,26.6,64.14,71.43,131.85,141.53,185.77,203.29,152.31,ELECTHERM
Other Expenses,8.76,7.36,11.45,144.58,180.33,12.06,35.86,-8.74,3.75,11.28,ELECTHERM
Other Income,25.12,6.4,-25.03,4.05,4.45,-9.25,6.12,18.9,61.27,3.8,ELECTHERM
Depreciation,199.18,138.83,69.39,146.18,143.06,144.1,144.9,138.46,129.99,116.85,ELECTHERM
Interest,474.03,101.55,1.89,6.37,1.04,4.1,4.89,38.33,19.3,49.89,ELECTHERM
Profit before tax,-815.76,-265.9,-321.19,-441.39,-218.31,-76.77,11.2,140.79,44.98,63.3,ELECTHERM
Tax,-86.51,,-0.03,-0.88,,,,,,,ELECTHERM
Net profit,-729.25,-265.9,-321.16,-440.51,-218.31,-76.77,11.2,140.79,44.98,63.3,ELECTHERM
