Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,6.95,6.95,6.95,8.35,8.35,8.35,8.35,8.35,8.35,8.35,SARLAPOLY
Reserves,84.65,99.28,116.12,183.34,218.14,257.58,288.45,313.07,343.74,357.5,SARLAPOLY
Borrowings,62.86,102.97,102.06,122.16,144.14,138.25,110.22,151.53,168.32,147.91,SARLAPOLY
Other Liabilities,40.17,37.19,41.58,44.1,59.98,84.09,71.57,80.89,68.62,88.74,SARLAPOLY
Total,194.63,246.39,266.71,357.95,430.61,488.27,478.59,553.84,589.03,602.5,SARLAPOLY
Net Block,74.25,94.33,101.51,98.02,124.38,203.9,189.15,207.52,219.15,216.44,SARLAPOLY
Capital Work in Progress,,9.75,0.88,,,,3.23,10.3,0.79,0.41,SARLAPOLY
Investments,3.3,5.2,7.8,8.26,32.53,17.07,18.68,19.19,102.1,78.32,SARLAPOLY
Other Assets,117.08,137.11,156.52,251.67,273.7,267.3,267.53,316.83,266.99,307.33,SARLAPOLY
Total,194.63,246.39,266.71,357.95,430.61,488.27,478.59,553.84,589.03,602.5,SARLAPOLY
Receivables,47.69,53.72,61.36,49.17,50.79,64.82,68.75,90.49,97.51,98.5,SARLAPOLY
Inventory,38.3,45.53,40.86,48.76,51.31,42.16,42.25,38.95,38.13,56.85,SARLAPOLY
Cash & Bank,11.4,20.67,31.55,85.53,98.68,69.23,41.91,49.72,68.24,94.88,SARLAPOLY
No. of Equity Shares,6950300.0,6950300.0,6950300.0,8350300.0,83503000.0,83503000.0,83503000.0,83503000.0,83503000.0,83503000.0,SARLAPOLY
New Bonus Shares,,,,,,,,,,,SARLAPOLY
Face value,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,SARLAPOLY
