Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,15.79,15.79,15.79,15.79,15.79,15.79,15.79,15.79,15.79,15.79,EASTSILK
Reserves,222.53,99.19,-38.0,-85.13,-106.96,-51.15,-29.92,-39.6,-39.05,-38.06,EASTSILK
Borrowings,443.51,472.11,478.85,459.77,384.87,224.73,138.56,135.11,136.44,135.49,EASTSILK
Other Liabilities,22.62,32.39,48.96,47.33,51.7,56.84,86.81,90.46,59.6,60.04,EASTSILK
Total,704.45,619.48,505.6,437.76,345.4,246.21,211.24,201.76,172.78,173.26,EASTSILK
Net Block,188.7,132.23,116.52,91.04,76.86,68.91,60.39,55.26,50.27,46.17,EASTSILK
Capital Work in Progress,2.0,3.51,4.08,0.06,1.3,,0.17,,,,EASTSILK
Investments,,3.26,,,,0.02,0.02,0.03,0.03,0.04,EASTSILK
Other Assets,513.75,480.48,385.0,346.66,267.24,177.28,150.66,146.47,122.48,127.05,EASTSILK
Total,704.45,619.48,505.6,437.76,345.4,246.21,211.24,201.76,172.78,173.26,EASTSILK
Receivables,279.71,311.28,219.72,183.47,113.78,45.98,25.2,32.08,22.03,24.78,EASTSILK
Inventory,178.86,102.82,84.72,76.5,63.17,62.31,62.71,49.68,37.46,40.56,EASTSILK
Cash & Bank,24.43,13.41,27.28,34.13,37.72,16.18,7.92,8.07,8.08,8.48,EASTSILK
No. of Equity Shares,78952620.0,78952620.0,78952620.0,78952620.0,78952620.0,78952620.0,78952620.0,78952620.0,78952620.0,78952620.0,EASTSILK
New Bonus Shares,,,,,,,,,,,EASTSILK
Face value,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,EASTSILK
