Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,17.27,27.63,27.64,27.65,27.66,27.67,27.71,27.75,27.78,27.84,MAHEPC
Reserves,42.55,77.93,85.4,86.78,96.15,106.51,112.23,122.38,142.88,158.87,MAHEPC
Borrowings,27.74,13.73,16.34,0.74,0.44,0.27,3.68,3.43,13.11,0.03,MAHEPC
Other Liabilities,25.0,25.14,33.23,36.99,45.58,48.58,52.57,67.81,80.16,81.49,MAHEPC
Total,112.56,144.43,162.61,152.16,169.83,183.03,196.19,221.37,263.93,268.23,MAHEPC
Net Block,28.59,30.99,32.12,30.0,26.56,25.44,25.07,24.44,27.58,25.61,MAHEPC
Capital Work in Progress,0.21,0.36,0.04,0.18,0.33,0.6,0.03,,0.1,0.3,MAHEPC
Investments,0.01,0.01,0.01,0.01,,4.51,,1.8,1.8,1.8,MAHEPC
Other Assets,83.75,113.07,130.44,121.97,142.94,152.48,171.09,195.13,234.45,240.52,MAHEPC
Total,112.56,144.43,162.61,152.16,169.83,183.03,196.19,221.37,263.93,268.23,MAHEPC
Receivables,37.86,42.46,58.4,57.01,75.65,91.22,107.15,124.74,128.68,139.61,MAHEPC
Inventory,24.06,23.94,35.95,28.28,27.83,32.5,34.7,26.14,35.88,34.29,MAHEPC
Cash & Bank,15.22,38.12,24.24,27.0,23.57,11.79,4.55,2.92,12.84,6.06,MAHEPC
No. of Equity Shares,17267565.0,27634764.0,27642139.0,27648264.0,27658472.0,27676461.0,27713850.0,27749721.0,27785598.0,27843375.0,MAHEPC
New Bonus Shares,,,,,,,,,,,MAHEPC
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,MAHEPC
