Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,36.78,38.53,38.53,40.93,40.93,40.93,40.93,40.93,40.93,40.93,MARKSANS
Reserves,-239.52,57.95,107.89,304.75,369.27,377.95,388.04,429.64,464.69,558.79,MARKSANS
Borrowings,100.1,90.66,89.26,49.93,40.62,73.23,66.86,77.63,10.81,14.37,MARKSANS
Other Liabilities,345.27,123.11,140.75,131.5,83.38,53.66,61.46,63.78,83.36,104.47,MARKSANS
Total,242.63,310.25,376.43,527.11,534.2,545.77,557.29,611.98,599.79,718.56,MARKSANS
Net Block,76.66,72.85,66.82,90.01,97.47,93.92,87.89,102.61,115.18,129.09,MARKSANS
Capital Work in Progress,,,,,,0.36,,,,,MARKSANS
Investments,23.51,67.62,67.62,67.62,231.44,234.29,236.07,236.07,236.07,236.07,MARKSANS
Other Assets,142.46,169.78,241.99,369.48,205.29,217.2,233.33,273.3,248.54,353.4,MARKSANS
Total,242.63,310.25,376.43,527.11,534.2,545.77,557.29,611.98,599.79,718.56,MARKSANS
Receivables,74.19,91.42,112.38,124.63,133.41,154.8,168.87,177.83,161.87,146.79,MARKSANS
Inventory,40.24,51.32,55.61,51.03,43.74,29.24,42.29,70.36,74.6,93.69,MARKSANS
Cash & Bank,17.59,0.41,33.37,167.54,3.13,2.56,0.71,1.8,3.35,105.71,MARKSANS
No. of Equity Shares,367807204.0,385307204.0,385307204.0,409313698.0,409313698.0,409313698.0,409313698.0,409313698.0,409313698.0,409313698.0,MARKSANS
New Bonus Shares,,,,,,,,,,,MARKSANS
Face value,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MARKSANS
