Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,0.12,124.84,374.53,388.64,403.05,403.22,505.23,505.23,496.8,497.04,ASTERDM
Reserves,464.77,342.55,103.34,208.6,534.97,1486.62,2046.37,2100.67,2059.42,1992.69,ASTERDM
Borrowings,0.34,22.04,265.74,384.36,1914.41,645.33,109.88,124.7,348.99,417.14,ASTERDM
Other Liabilities,33.87,9.21,24.26,123.53,168.08,688.77,631.55,645.48,647.05,681.75,ASTERDM
Total,499.1,498.64,767.87,1105.13,3020.51,3223.94,3293.03,3376.08,3552.26,3588.62,ASTERDM
Net Block,35.27,35.66,36.57,468.91,546.58,714.34,772.33,753.26,1015.83,1008.9,ASTERDM
Capital Work in Progress,59.37,122.67,286.52,100.07,130.49,62.96,17.36,69.54,20.15,10.9,ASTERDM
Investments,180.61,226.66,266.28,317.47,2036.77,2137.49,2085.86,2095.48,2150.42,2150.65,ASTERDM
Other Assets,223.85,113.65,178.5,218.68,306.67,309.15,417.48,457.8,365.86,418.17,ASTERDM
Total,499.1,498.64,767.87,1105.13,3020.51,3223.94,3293.03,3376.08,3552.26,3588.62,ASTERDM
Receivables,1.1,0.91,1.81,5.97,14.3,24.45,30.53,35.22,44.78,42.92,ASTERDM
Inventory,,,0.35,7.42,15.52,20.69,16.94,15.44,23.75,19.53,ASTERDM
Cash & Bank,124.35,28.29,52.98,81.02,98.4,19.03,163.36,99.81,33.39,17.59,ASTERDM
No. of Equity Shares,124719.0,124844000.0,374531000.0,388638000.0,403052000.0,403220000.0,505200000.0,505227345.0,499513060.0,499513060.0,ASTERDM
New Bonus Shares,,124719000.0,252772938.0,,,,,,,,ASTERDM
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,ASTERDM
