Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,87.34,109.1,127.24,116.5,138.02,153.85,183.45,212.64,180.67,209.05,VIMTALABS
Raw Material Cost,22.11,20.92,21.97,38.84,27.36,30.39,29.53,35.64,32.41,35.25,VIMTALABS
Change in Inventory,-4.09,-3.54,-0.64,2.8,-0.15,,-2.36,0.78,-0.36,-2.98,VIMTALABS
Power and Fuel,5.62,6.63,7.83,,8.31,,,,,,VIMTALABS
Other Mfr. Exp,12.01,15.43,18.16,7.56,18.03,29.79,29.88,32.62,31.69,33.22,VIMTALABS
Employee Cost,24.72,24.16,26.77,31.1,35.35,46.34,53.28,59.28,61.48,60.33,VIMTALABS
Selling and admin,12.96,14.06,24.75,21.66,28.47,17.88,19.04,20.2,22.55,18.19,VIMTALABS
Other Expenses,4.84,3.61,1.06,2.73,1.48,2.13,4.1,7.91,2.16,6.37,VIMTALABS
Other Income,2.95,1.28,3.33,1.05,1.04,0.94,1.2,1.7,3.02,0.79,VIMTALABS
Depreciation,15.86,15.0,9.38,11.1,10.26,9.63,15.7,19.72,20.92,22.94,VIMTALABS
Interest,4.07,2.66,2.34,0.72,1.3,2.09,5.2,4.61,3.77,2.17,VIMTALABS
Profit before tax,-15.99,4.37,17.67,6.64,8.35,16.54,25.56,35.14,8.35,28.39,VIMTALABS
Tax,-0.61,0.16,4.42,1.58,1.92,5.94,9.13,9.83,1.42,7.14,VIMTALABS
Net profit,-15.38,4.21,13.24,5.06,6.43,10.59,16.43,25.31,6.93,21.26,VIMTALABS
