Report Date,2019-06-30 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,Company_Name
Sales,1806.49,2044.73,1793.54,1888.49,1773.91,1856.78,1845.19,1759.38,1790.31,1736.91,HUDCO
Expenses,90.09,48.62,241.76,164.25,310.94,51.97,61.39,-146.33,108.33,97.36,HUDCO
Other Income,9.7,9.06,8.85,11.91,7.88,8.72,8.08,18.47,8.04,8.7,HUDCO
Depreciation,1.27,1.47,1.48,1.49,1.19,2.32,1.55,1.92,1.47,1.54,HUDCO
Interest,1209.49,1243.96,1205.05,1189.31,1198.78,1202.24,1205.42,1158.38,1144.7,1150.01,HUDCO
Profit before tax,515.34,759.74,354.1,545.35,270.88,608.97,584.91,763.88,543.85,496.7,HUDCO
Tax,179.66,33.9,148.16,104.39,67.45,151.68,193.39,237.55,139.23,126.25,HUDCO
Net profit,335.68,725.84,205.94,440.96,203.43,457.29,391.52,526.33,404.62,370.45,HUDCO
Operating Profit,1716.4,1996.11,1551.78,1724.24,1462.97,1804.81,1783.8,1905.71,1681.98,1639.55,HUDCO
